date_monday,year_iso,week_iso_num,geo_level,geo_code,geo_name,classe_d_age,taux_passages_urgences,taux_hosp,taux_sos,topic
2021-07-12,2021,28,FR,FR,France,05-14 ans,472.08931419,695.51777434,5969.2212032,IRA
2021-07-12,2021,28,FR,FR,France,15-64 ans,873.02423604,1783.1813576,3376.662943,COVID
2021-07-12,2021,28,FR,FR,France,15-64 ans,1582.1917808,3610.9422492,6948.8168985,IRA
2021-07-12,2021,28,FR,FR,France,65 ans ou plus,470.37952908,897.26484323,788.36227123,COVID
2021-07-12,2021,28,FR,FR,France,65 ans ou plus,2949.9516181,5400.2668446,6363.2097607,IRA
2021-07-12,2021,28,FR,FR,France,Tous âges,626.14007296,1182.1759221,2258.9398611,COVID
2021-07-12,2021,28,FR,FR,France,Tous âges,2155.93798,5225.0869487,7046.755793,IRA
2021-07-19,2021,29,FR,FR,France,0-1 an,591.81987193,1844.5869483,320.78963603,RSV
2021-07-19,2021,29,FR,FR,France,00-04 ans,245.65330131,467.04722366,622.75901113,COVID
2021-07-19,2021,29,FR,FR,France,00-04 ans,4539.1271119,15697.976129,6888.0920928,IRA
2021-07-19,2021,29,FR,FR,France,05-14 ans,268.59052438,311.28404669,2343.1478341,COVID
2021-07-19,2021,29,FR,FR,France,05-14 ans,549.67363128,661.47859922,5487.8988747,IRA
2021-07-19,2021,29,FR,FR,France,15-64 ans,1635.7035655,3260.3578154,4674.8754485,COVID
2021-07-19,2021,29,FR,FR,France,15-64 ans,2394.2319393,5206.3716259,8136.5032654,IRA
2021-07-19,2021,29,FR,FR,France,65 ans ou plus,838.30152821,1529.6617094,1297.5861082,COVID
2021-07-19,2021,29,FR,FR,France,65 ans ou plus,3519.8250501,6180.7484883,6583.3412842,IRA
2021-07-19,2021,29,FR,FR,France,Tous âges,1180.5831135,2119.6269457,3248.4531176,COVID
2021-07-19,2021,29,FR,FR,France,Tous âges,2703.4361213,6142.9188463,7413.1366016,IRA
2021-07-26,2021,30,FR,FR,France,0-1 an,504.68910934,1542.6649853,307.29533193,RSV
2021-07-26,2021,30,FR,FR,France,00-04 ans,469.08932967,1116.5187518,1028.1089358,COVID
2021-07-26,2021,30,FR,FR,France,00-04 ans,4033.5891125,13913.541368,6813.9560319,IRA
2021-07-26,2021,30,FR,FR,France,05-14 ans,366.48015445,355.3099092,2714.384509,COVID
2021-07-26,2021,30,FR,FR,France,05-14 ans,628.25169333,1026.4508488,6120.3319502,IRA
2021-07-26,2021,30,FR,FR,France,15-64 ans,2347.940069,5541.6991426,5089.1120341,COVID
2021-07-26,2021,30,FR,FR,France,15-64 ans,3091.0714565,7501.9485581,8222.4909311,IRA
2021-07-26,2021,30,FR,FR,France,65 ans ou plus,1475.7144601,2733.0523115,1755.3901927,COVID
2021-07-26,2021,30,FR,FR,France,65 ans ou plus,3991.7533604,7162.6010642,6744.8960122,IRA
2021-07-26,2021,30,FR,FR,France,Tous âges,1773.4586682,3729.3615056,3714.3300248,COVID
2021-07-26,2021,30,FR,FR,France,Tous âges,3162.738598,7438.9298497,7569.7890819,IRA
2021-08-02,2021,31,FR,FR,France,0-1 an,384.7574489,1120.9006363,237.68613975,RSV
2021-08-02,2021,31,FR,FR,France,00-04 ans,627.000627,1715.6054108,996.12617598,COVID
2021-08-02,2021,31,FR,FR,France,00-04 ans,3507.9035079,10920.488288,6530.160487,IRA
2021-08-02,2021,31,FR,FR,France,05-14 ans,375.00450727,402.57648953,3513.9379662,COVID
2021-08-02,2021,31,FR,FR,France,05-14 ans,649.04626258,885.66827697,6340.7930899,IRA
2021-08-02,2021,31,FR,FR,France,15-64 ans,2766.6963393,6818.6427615,4891.6359392,COVID
2021-08-02,2021,31,FR,FR,France,15-64 ans,3418.9443144,8282.9675902,7860.0419131,IRA
2021-08-02,2021,31,FR,FR,France,65 ans ou plus,2126.6113802,3949.2879472,2301.0117289,COVID
2021-08-02,2021,31,FR,FR,France,65 ans ou plus,4529.6548704,8103.5081626,7314.8894261,IRA
2021-08-02,2021,31,FR,FR,France,Tous âges,2198.34621,4884.8332711,3814.336756,COVID
2021-08-02,2021,31,FR,FR,France,Tous âges,3441.4035177,8019.2679535,7456.4650594,IRA
2021-08-09,2021,32,FR,FR,France,0-1 an,293.16392032,1001.4947683,198.3860121,RSV
2021-08-09,2021,32,FR,FR,France,00-04 ans,810.71796633,1860.3133159,1105.511299,COVID
2021-08-09,2021,32,FR,FR,France,00-04 ans,2937.1350052,10084.856397,5901.4794342,IRA
2021-08-09,2021,32,FR,FR,France,05-14 ans,531.43136844,833.68070029,3004.9751244,COVID
2021-08-09,2021,32,FR,FR,France,05-14 ans,800.64331166,1500.6252605,5711.4427861,IRA
2021-08-09,2021,32,FR,FR,France,15-64 ans,2935.0612975,7356.8523154,5032.9728304,COVID
2021-08-09,2021,32,FR,FR,France,15-64 ans,3592.7434124,9081.6645807,7924.0305988,IRA
2021-08-09,2021,32,FR,FR,France,65 ans ou plus,2515.2230321,4401.3795369,2560.2140946,COVID
2021-08-09,2021,32,FR,FR,France,65 ans ou plus,4952.2120663,8677.9438331,7520.0713649,IRA
2021-08-09,2021,32,FR,FR,France,Tous âges,2426.2911737,5364.869701,3956.4416478,COVID
2021-08-09,2021,32,FR,FR,France,Tous âges,3609.1315527,8636.1713895,7401.0074499,IRA
2021-08-16,2021,33,FR,FR,France,0-1 an,244.19859687,720.33898305,164.93366798,RSV
2021-08-16,2021,33,FR,FR,France,00-04 ans,849.81889106,1761.6580311,1196.4107677,COVID
2021-08-16,2021,33,FR,FR,France,00-04 ans,2619.1139593,7737.4784111,5101.3625789,IRA
2021-08-16,2021,33,FR,FR,France,05-14 ans,493.2013563,765.203383,2918.7581335,COVID
2021-08-16,2021,33,FR,FR,France,05-14 ans,736.37702504,1530.406766,5409.9274958,IRA
2021-08-16,2021,33,FR,FR,France,15-64 ans,2636.3249727,7079.4730464,4421.6706419,COVID
2021-08-16,2021,33,FR,FR,France,15-64 ans,3307.1154395,8709.5891482,7414.8821849,IRA
2021-08-16,2021,33,FR,FR,France,65 ans ou plus,2530.6264844,4686.9768999,2439.0243902,COVID
2021-08-16,2021,33,FR,FR,France,65 ans ou plus,4937.8077744,9019.0826917,7176.3602251,IRA
2021-08-16,2021,33,FR,FR,France,Tous âges,2253.4582776,5393.5428722,3578.4866154,COVID
2021-08-16,2021,33,FR,FR,France,Tous âges,3390.7146583,8521.8306155,6934.8490045,IRA
2021-08-23,2021,34,FR,FR,France,0-1 an,217.73384902,598.51694915,158.46257586,RSV
2021-08-23,2021,34,FR,FR,France,00-04 ans,819.000819,2168.5904162,1236.5766352,COVID
2021-08-23,2021,34,FR,FR,France,00-04 ans,2457.002457,7100.3847499,4962.577286,IRA
2021-08-23,2021,34,FR,FR,France,05-14 ans,363.58647184,601.27771514,3355.704698,COVID
2021-08-23,2021,34,FR,FR,France,05-14 ans,593.40056253,901.91657272,5522.5311601,IRA
2021-08-23,2021,34,FR,FR,France,15-64 ans,2183.9749453,5799.5991984,4090.0328245,COVID
2021-08-23,2021,34,FR,FR,France,15-64 ans,2797.0399933,7302.6052104,7195.3316313,IRA
2021-08-23,2021,34,FR,FR,France,65 ans ou plus,2236.9961532,4161.5667075,2358.8137418,COVID
2021-08-23,2021,34,FR,FR,France,65 ans ou plus,4556.2245638,8183.7345301,7125.3792698,IRA
2021-08-23,2021,34,FR,FR,France,Tous âges,1904.9565861,4590.6950336,3407.5778746,COVID
2021-08-23,2021,34,FR,FR,France,Tous âges,2968.2409895,7441.3012257,6787.2113093,IRA
2021-08-30,2021,35,FR,FR,France,0-1 an,259.01220551,736.31840796,148.33127318,RSV
2021-08-30,2021,35,FR,FR,France,00-04 ans,595.02213192,1192.4478304,1270.7581227,COVID
2021-08-30,2021,35,FR,FR,France,00-04 ans,2430.8830999,7585.2931434,4635.3790614,IRA
2021-08-30,2021,35,FR,FR,France,05-14 ans,337.62112158,466.92607004,2815.6849197,COVID
2021-08-30,2021,35,FR,FR,France,05-14 ans,506.43168237,661.47859922,5320.4353083,IRA
2021-08-30,2021,35,FR,FR,France,15-64 ans,1725.8814805,4638.6758175,3745.0540588,COVID
2021-08-30,2021,35,FR,FR,France,15-64 ans,2369.154363,6168.7525232,7149.8777691,IRA
2021-08-30,2021,35,FR,FR,France,65 ans ou plus,1818.9692508,3294.6898528,1834.9574953,COVID
2021-08-30,2021,35,FR,FR,France,65 ans ou plus,4051.4676092,7179.0259178,6220.1948994,IRA
2021-08-30,2021,35,FR,FR,France,Tous âges,1512.1043316,3620.4041073,3048.9643679,COVID
2021-08-30,2021,35,FR,FR,France,Tous âges,2587.4292271,6507.1215634,6523.2918022,IRA
2021-09-06,2021,36,FR,FR,France,0-1 an,278.88446215,746.26865672,263.15789474,RSV
2021-09-06,2021,36,FR,FR,France,00-04 ans,377.42796649,976.5625,870.07527618,COVID
2021-09-06,2021,36,FR,FR,France,00-04 ans,2436.4049219,6835.9375,5973.2134128,IRA
2021-09-06,2021,36,FR,FR,France,05-14 ans,212.41127124,327.76138971,2621.6706178,COVID
2021-09-06,2021,36,FR,FR,France,05-14 ans,475.90879759,753.85119633,5870.868777,IRA
2021-09-06,2021,36,FR,FR,France,15-64 ans,1169.8470323,3185.6664698,2859.455085,COVID
2021-09-06,2021,36,FR,FR,France,15-64 ans,1812.5143691,4823.7842095,6557.6182652,IRA
2021-09-06,2021,36,FR,FR,France,65 ans ou plus,1394.0494867,2547.9606375,1413.6125654,COVID
2021-09-06,2021,36,FR,FR,France,65 ans ou plus,3767.9244764,6792.3528047,5842.9319372,IRA
2021-09-06,2021,36,FR,FR,France,Tous âges,1032.670377,2608.8214492,2304.9387387,COVID
2021-09-06,2021,36,FR,FR,France,Tous âges,2154.2541892,5695.042757,6290.5619743,IRA
2021-09-13,2021,37,FR,FR,France,0-1 an,464.74622771,1324.1267262,284.0,RSV
2021-09-13,2021,37,FR,FR,France,00-04 ans,238.54833954,413.32360807,732.03021572,COVID
2021-09-13,2021,37,FR,FR,France,00-04 ans,3457.6107642,10381.716509,7413.752823,IRA
2021-09-13,2021,37,FR,FR,France,05-14 ans,182.96305097,272.64465314,2520.9182579,COVID
2021-09-13,2021,37,FR,FR,France,05-14 ans,503.74242604,1120.8724629,7358.9358507,IRA
2021-09-13,2021,37,FR,FR,France,15-64 ans,835.25650526,2212.2309314,2665.7338609,COVID
2021-09-13,2021,37,FR,FR,France,15-64 ans,1548.7709343,3843.5523018,7080.4786259,IRA
2021-09-13,2021,37,FR,FR,France,65 ans ou plus,1055.4911005,1942.4435872,1245.7531144,COVID
2021-09-13,2021,37,FR,FR,France,65 ans ou plus,3401.3412943,6069.7094869,5934.3148358,IRA
2021-09-13,2021,37,FR,FR,France,Tous âges,734.43311497,1861.2548512,2110.2199786,COVID
2021-09-13,2021,37,FR,FR,France,Tous âges,2015.1192938,5187.5808538,7053.9700634,IRA
2021-09-20,2021,38,FR,FR,France,0-1 an,540.3536501,1418.9944134,353.41225627,RSV
2021-09-20,2021,38,FR,FR,France,00-04 ans,163.17584023,453.46062053,430.97643098,COVID
2021-09-20,2021,38,FR,FR,France,00-04 ans,4164.6371164,12267.303103,8377.1043771,IRA
2021-09-20,2021,38,FR,FR,France,05-14 ans,149.42185237,333.73786408,2232.1428571,COVID
2021-09-20,2021,38,FR,FR,France,05-14 ans,666.65134135,1790.0485437,8249.6279762,IRA
2021-09-20,2021,38,FR,FR,France,15-64 ans,644.40757712,1682.7883924,2331.4061,COVID
2021-09-20,2021,38,FR,FR,France,15-64 ans,1518.1986461,3541.4501559,8377.6128836,IRA
2021-09-20,2021,38,FR,FR,France,65 ans ou plus,901.88806473,1615.5785563,1148.0648597,COVID
2021-09-20,2021,38,FR,FR,France,65 ans ou plus,3403.8547988,5835.3237792,6888.3891585,IRA
2021-09-20,2021,38,FR,FR,France,Tous âges,577.4149755,1497.2067039,1802.4596464,COVID
2021-09-20,2021,38,FR,FR,France,Tous âges,2117.965122,5136.4724661,8202.664617,IRA
2021-09-27,2021,39,FR,FR,France,0-1 an,718.20426077,1891.3196895,410.88385683,RSV
2021-09-27,2021,39,FR,FR,France,00-04 ans,84.662380157,218.43599825,338.51468048,COVID
2021-09-27,2021,39,FR,FR,France,00-04 ans,5406.9514679,15006.55308,8690.8462867,IRA
2021-09-27,2021,39,FR,FR,France,05-14 ans,140.00949217,263.50461133,1452.8703047,COVID
2021-09-27,2021,39,FR,FR,France,05-14 ans,794.96915045,1712.7799736,8351.0512639,IRA
2021-09-27,2021,39,FR,FR,France,15-64 ans,536.86143375,1379.4498382,2241.9919024,COVID
2021-09-27,2021,39,FR,FR,France,15-64 ans,1558.8905223,3608.4142395,8981.7390586,IRA
2021-09-27,2021,39,FR,FR,France,65 ans ou plus,711.29299425,1216.0959694,1250.4341785,COVID
2021-09-27,2021,39,FR,FR,France,65 ans ou plus,3577.3444134,6172.758132,8700.9378256,IRA
2021-09-27,2021,39,FR,FR,France,Tous âges,467.04752587,1161.510602,1611.9781447,COVID
2021-09-27,2021,39,FR,FR,France,Tous âges,2376.8759063,5590.5675128,8861.3517674,IRA
2021-10-04,2021,40,FR,FR,France,0-1 an,906.43398704,2332.9048843,542.45283019,RSV
2021-10-04,2021,40,FR,FR,France,00-04 ans,70.839773313,185.33772652,200.4677581,COVID
2021-10-04,2021,40,FR,FR,France,00-04 ans,6504.379186,18471.99341,9550.061254,IRA
2021-10-04,2021,40,FR,FR,France,05-14 ans,88.720506426,276.33851468,1346.8013468,COVID
2021-10-04,2021,40,FR,FR,France,05-14 ans,673.79627853,1658.0310881,7642.077339,IRA
2021-10-04,2021,40,FR,FR,France,15-64 ans,451.80722892,1212.5945413,1791.0030083,COVID
2021-10-04,2021,40,FR,FR,France,15-64 ans,1563.8641523,3452.8115751,9139.2458198,IRA
2021-10-04,2021,40,FR,FR,France,65 ans ou plus,649.15784928,1177.7777778,1052.0329827,COVID
2021-10-04,2021,40,FR,FR,France,65 ans ou plus,3514.3597495,5952.3809524,9084.4469719,IRA
2021-10-04,2021,40,FR,FR,France,Tous âges,398.93540082,1074.2540776,1290.3469936,COVID
2021-10-04,2021,40,FR,FR,France,Tous âges,2540.284086,5756.6177511,9053.8716716,IRA
2021-10-11,2021,41,FR,FR,France,0-1 an,1105.6010456,2735.9583092,626.1156117,RSV
2021-10-11,2021,41,FR,FR,France,00-04 ans,85.836909871,212.56038647,237.88591819,COVID
2021-10-11,2021,41,FR,FR,France,00-04 ans,8044.7150414,22222.222222,11444.381238,IRA
2021-10-11,2021,41,FR,FR,France,05-14 ans,56.841435133,66.867268472,1273.2709559,COVID
2021-10-11,2021,41,FR,FR,France,05-14 ans,723.02305489,1437.6462721,8613.8709366,IRA
2021-10-11,2021,41,FR,FR,France,15-64 ans,472.78130488,1235.0222877,1914.5259763,COVID
2021-10-11,2021,41,FR,FR,France,15-64 ans,1680.3998379,3594.6509631,9597.9725838,IRA
2021-10-11,2021,41,FR,FR,France,65 ans ou plus,670.44100119,1214.7172586,1316.711024,COVID
2021-10-11,2021,41,FR,FR,France,65 ans ou plus,3857.4060028,6613.8158105,10365.597423,IRA
2021-10-11,2021,41,FR,FR,France,Tous âges,407.32389898,1087.5348168,1363.4811454,COVID
2021-10-11,2021,41,FR,FR,France,Tous âges,2919.8155429,6479.8297499,10021.220547,IRA
2021-10-18,2021,42,FR,FR,France,0-1 an,1288.8647867,3231.220032,731.08384458,RSV
2021-10-18,2021,42,FR,FR,France,00-04 ans,82.045411181,145.71948998,214.41037148,COVID
2021-10-18,2021,42,FR,FR,France,00-04 ans,9404.6937607,26520.947177,12914.485166,IRA
2021-10-18,2021,42,FR,FR,France,05-14 ans,57.800683975,110.13215859,1222.1203789,COVID
2021-10-18,2021,42,FR,FR,France,05-14 ans,814.02629931,1651.9823789,8473.3679601,IRA
2021-10-18,2021,42,FR,FR,France,15-64 ans,475.88403571,1333.4979627,2386.6790009,COVID
2021-10-18,2021,42,FR,FR,France,15-64 ans,1685.6028856,3667.1193975,10446.345976,IRA
2021-10-18,2021,42,FR,FR,France,65 ans ou plus,795.69201093,1418.6623144,1236.9791667,COVID
2021-10-18,2021,42,FR,FR,France,65 ans ou plus,4135.1872689,6835.9436301,11236.979167,IRA
2021-10-18,2021,42,FR,FR,France,Tous âges,435.87589558,1222.5622544,1582.5123899,COVID
2021-10-18,2021,42,FR,FR,France,Tous âges,3244.6024648,7099.2496854,10924.909424,IRA
2021-10-25,2021,43,FR,FR,France,0-1 an,1465.9053834,3543.7930216,853.34942667,RSV
2021-10-25,2021,43,FR,FR,France,00-04 ans,69.3165028,133.71218452,213.27507283,COVID
2021-10-25,2021,43,FR,FR,France,00-04 ans,11112.52987,30553.234163,13779.650437,IRA
2021-10-25,2021,43,FR,FR,France,05-14 ans,87.498250035,167.7852349,1161.121983,COVID
2021-10-25,2021,43,FR,FR,France,05-14 ans,1063.9787204,1845.6375839,9706.4579256,IRA
2021-10-25,2021,43,FR,FR,France,15-64 ans,575.50877904,1725.0973845,2442.7048948,COVID
2021-10-25,2021,43,FR,FR,France,15-64 ans,1842.5290852,4130.8163178,10402.716212,IRA
2021-10-25,2021,43,FR,FR,France,65 ans ou plus,904.91854433,1601.2685778,1048.714479,COVID
2021-10-25,2021,43,FR,FR,France,65 ans ou plus,4438.7814804,7452.8947205,11975.64276,IRA
2021-10-25,2021,43,FR,FR,France,Tous âges,527.06965843,1455.6040757,1616.1287903,COVID
2021-10-25,2021,43,FR,FR,France,Tous âges,3871.490888,8192.0771314,11387.895908,IRA
2021-11-01,2021,44,FR,FR,France,0-1 an,1574.2441368,3838.4086444,957.84515038,RSV
2021-11-01,2021,44,FR,FR,France,00-04 ans,84.94552868,238.92666789,229.24994122,COVID
2021-11-01,2021,44,FR,FR,France,00-04 ans,12064.388711,33265.94376,13343.52222,IRA
2021-11-01,2021,44,FR,FR,France,05-14 ans,120.42298574,44.130626655,1346.4052288,COVID
2021-11-01,2021,44,FR,FR,France,05-14 ans,970.91032251,1368.0494263,8209.1503268,IRA
2021-11-01,2021,44,FR,FR,France,15-64 ans,623.15324741,1694.9152542,2930.6127845,COVID
2021-11-01,2021,44,FR,FR,France,15-64 ans,1937.2937673,4043.3968019,10603.089262,IRA
2021-11-01,2021,44,FR,FR,France,65 ans ou plus,1096.8245492,1945.0838007,1434.1590613,COVID
2021-11-01,2021,44,FR,FR,France,65 ans ou plus,4858.3439456,7997.5362272,13418.079096,IRA
2021-11-01,2021,44,FR,FR,France,Tous âges,610.32658866,1630.7617267,2001.4040619,COVID
2021-11-01,2021,44,FR,FR,France,Tous âges,4009.6928719,8513.1290139,11329.79444,IRA
2021-11-08,2021,45,FR,FR,France,0-1 an,1430.9667921,3436.4731654,793.91249207,RSV
2021-11-08,2021,45,FR,FR,France,00-04 ans,151.02888427,193.68584156,425.35834984,COVID
2021-11-08,2021,45,FR,FR,France,00-04 ans,10623.938078,28723.610304,11781.843608,IRA
2021-11-08,2021,45,FR,FR,France,05-14 ans,83.747083807,192.52984213,1999.7753061,COVID
2021-11-08,2021,45,FR,FR,France,05-14 ans,649.0398995,1232.1909896,7751.9379845,IRA
2021-11-08,2021,45,FR,FR,France,15-64 ans,811.34732128,2171.687004,3611.7895434,COVID
2021-11-08,2021,45,FR,FR,France,15-64 ans,2007.0170579,4539.6364878,10773.274827,IRA
2021-11-08,2021,45,FR,FR,France,65 ans ou plus,1331.2440198,2441.4791728,2129.5651309,COVID
2021-11-08,2021,45,FR,FR,France,65 ans ou plus,5136.3831764,8551.6704003,13324.708926,IRA
2021-11-08,2021,45,FR,FR,France,Tous âges,765.1981172,2058.1641047,2606.322703,COVID
2021-11-08,2021,45,FR,FR,France,Tous âges,3704.8912908,8408.4713776,11016.165214,IRA
2021-11-15,2021,46,FR,FR,France,0-1 an,1558.9551046,3519.9796386,794.82948295,RSV
2021-11-15,2021,46,FR,FR,France,00-04 ans,263.11286044,431.40638481,668.1276391,COVID
2021-11-15,2021,46,FR,FR,France,00-04 ans,11709.591854,29473.684211,13122.026832,IRA
2021-11-15,2021,46,FR,FR,France,05-14 ans,162.04913748,296.18659756,2948.2071713,COVID
2021-11-15,2021,46,FR,FR,France,05-14 ans,922.63460533,1814.14291,9302.7888446,IRA
2021-11-15,2021,46,FR,FR,France,15-64 ans,1044.6381256,2802.6618889,4823.4337574,COVID
2021-11-15,2021,46,FR,FR,France,15-64 ans,2179.4770608,5119.0171487,11659.744655,IRA
2021-11-15,2021,46,FR,FR,France,65 ans ou plus,1658.1101707,2939.1227068,2625.4447307,COVID
2021-11-15,2021,46,FR,FR,France,65 ans ou plus,5389.2049396,9030.0260268,13151.76052,IRA
2021-11-15,2021,46,FR,FR,France,Tous âges,966.57787185,2547.0478832,3407.9059627,COVID
2021-11-15,2021,46,FR,FR,France,Tous âges,4059.1487059,9144.7845412,11875.533226,IRA
2021-11-22,2021,47,FR,FR,France,0-1 an,1873.2991147,4049.689441,894.86552567,RSV
2021-11-22,2021,47,FR,FR,France,00-04 ans,337.1020586,567.92706621,1056.2884372,COVID
2021-11-22,2021,47,FR,FR,France,00-04 ans,14014.355245,35480.496189,13914.839679,IRA
2021-11-22,2021,47,FR,FR,France,05-14 ans,282.52316954,390.93041439,4838.9934894,COVID
2021-11-22,2021,47,FR,FR,France,05-14 ans,1320.2017268,2267.3964034,12282.245293,IRA
2021-11-22,2021,47,FR,FR,France,15-64 ans,1595.4307142,4562.6072041,6609.5025815,COVID
2021-11-22,2021,47,FR,FR,France,15-64 ans,2840.1791604,6998.2847341,13917.256124,IRA
2021-11-22,2021,47,FR,FR,France,65 ans ou plus,2439.7673775,4269.3606906,4200.260078,COVID
2021-11-22,2021,47,FR,FR,France,65 ans ou plus,6122.9576295,10030.65182,14304.291287,IRA
2021-11-22,2021,47,FR,FR,France,Tous âges,1431.0097794,3837.8110378,4738.8085679,COVID
2021-11-22,2021,47,FR,FR,France,Tous âges,5132.4518107,11265.532521,13789.422385,IRA
2021-11-29,2021,48,FR,FR,France,0-1 an,1944.6389862,4297.4874372,946.61740349,RSV
2021-11-29,2021,48,FR,FR,France,00-04 ans,377.88533135,666.370502,1359.0144701,COVID
2021-11-29,2021,48,FR,FR,France,00-04 ans,14808.265078,38338.516215,14284.31756,IRA
2021-11-29,2021,48,FR,FR,France,05-14 ans,445.89774078,484.65266559,5445.2590823,COVID
2021-11-29,2021,48,FR,FR,France,05-14 ans,1824.1271214,2544.4264943,13477.222176,IRA
2021-11-29,2021,48,FR,FR,France,15-64 ans,2174.3514107,6048.1452926,8272.6700818,COVID
2021-11-29,2021,48,FR,FR,France,15-64 ans,3532.8889375,8699.5630943,15929.7205,IRA
2021-11-29,2021,48,FR,FR,France,65 ans ou plus,3321.6237844,5741.7001318,4471.8581342,COVID
2021-11-29,2021,48,FR,FR,France,65 ans ou plus,7157.2922459,11624.413721,15548.702133,IRA
2021-11-29,2021,48,FR,FR,France,Tous âges,1950.1227702,5125.8454884,5840.1969355,COVID
2021-11-29,2021,48,FR,FR,France,Tous âges,5928.4678875,12998.665624,15203.837482,IRA
2021-12-06,2021,49,FR,FR,France,0-1 an,1791.5719531,3931.955211,791.7927134,RSV
2021-12-06,2021,49,FR,FR,France,00-04 ans,449.11319175,741.54178897,1631.4826717,COVID
2021-12-06,2021,49,FR,FR,France,00-04 ans,14179.416914,35609.454658,13585.801157,IRA
2021-12-06,2021,49,FR,FR,France,05-14 ans,538.73304849,626.56641604,5658.6270872,COVID
2021-12-06,2021,49,FR,FR,France,05-14 ans,2006.3161806,2882.2055138,13391.803002,IRA
2021-12-06,2021,49,FR,FR,France,15-64 ans,2709.8198628,7327.3323799,8494.8928722,COVID
2021-12-06,2021,49,FR,FR,France,15-64 ans,4112.1645786,10065.617902,16291.848537,IRA
2021-12-06,2021,49,FR,FR,France,65 ans ou plus,3867.1023965,6579.7508549,5290.0587784,COVID
2021-12-06,2021,49,FR,FR,France,65 ans ou plus,7862.2004357,12805.324866,15882.954255,IRA
2021-12-06,2021,49,FR,FR,France,Tous âges,2367.3406518,6055.508831,6147.9545038,COVID
2021-12-06,2021,49,FR,FR,France,Tous âges,6259.8861354,13702.882483,15250.642084,IRA
2021-12-13,2021,50,FR,FR,France,0-1 an,1682.1902343,3749.4683114,736.06327338,RSV
2021-12-13,2021,50,FR,FR,France,00-04 ans,493.85508558,849.12812737,1823.4542416,COVID
2021-12-13,2021,50,FR,FR,France,00-04 ans,13963.658298,33661.865049,13752.088863,IRA
2021-12-13,2021,50,FR,FR,France,05-14 ans,594.98868683,786.42384106,6008.3064144,COVID
2021-12-13,2021,50,FR,FR,France,05-14 ans,2690.0192743,3104.3046358,14517.766497,IRA
2021-12-13,2021,50,FR,FR,France,15-64 ans,2887.4052625,7470.5931426,8818.4245661,COVID
2021-12-13,2021,50,FR,FR,France,15-64 ans,4353.9679842,10169.350129,16766.800178,IRA
2021-12-13,2021,50,FR,FR,France,65 ans ou plus,3907.9390274,6824.7595929,5921.9380888,COVID
2021-12-13,2021,50,FR,FR,France,65 ans ou plus,7766.6183191,12809.261507,16713.569069,IRA
2021-12-13,2021,50,FR,FR,France,Tous âges,2483.1086668,6234.6437346,6471.3234273,COVID
2021-12-13,2021,50,FR,FR,France,Tous âges,6457.9468197,13590.29484,15816.090358,IRA
2021-12-20,2021,51,FR,FR,France,0-1 an,1441.0805445,3303.9647577,712.89695399,RSV
2021-12-20,2021,51,FR,FR,France,00-04 ans,703.89761489,1093.2375449,2230.9565988,COVID
2021-12-20,2021,51,FR,FR,France,00-04 ans,13678.495249,30985.475558,14742.028344,IRA
2021-12-20,2021,51,FR,FR,France,05-14 ans,820.30771742,630.76176613,6552.094522,COVID
2021-12-20,2021,51,FR,FR,France,05-14 ans,4089.2951883,3202.3289665,17006.802721,IRA
2021-12-20,2021,51,FR,FR,France,15-64 ans,4071.9901439,8530.2467788,12000.195642,COVID
2021-12-20,2021,51,FR,FR,France,15-64 ans,5839.9908552,11561.476305,20794.306816,IRA
2021-12-20,2021,51,FR,FR,France,65 ans ou plus,4161.9171328,7142.8571429,6517.8096757,COVID
2021-12-20,2021,51,FR,FR,France,65 ans ou plus,8391.4322827,13735.573761,17724.614567,IRA
2021-12-20,2021,51,FR,FR,France,Tous âges,3274.0040775,6828.2822048,8426.8451951,COVID
2021-12-20,2021,51,FR,FR,France,Tous âges,7632.1154655,14337.077958,18664.333625,IRA
2021-12-27,2021,52,FR,FR,France,0-1 an,1288.6052743,3187.833759,731.88726575,RSV
2021-12-27,2021,52,FR,FR,France,00-04 ans,1848.6970787,2864.8466464,3216.182784,COVID
2021-12-27,2021,52,FR,FR,France,00-04 ans,13748.501483,31867.205932,14312.741032,IRA
2021-12-27,2021,52,FR,FR,France,05-14 ans,1777.8993435,1489.7579143,9645.5696203,COVID
2021-12-27,2021,52,FR,FR,France,05-14 ans,4098.9371679,3584.7299814,17949.367089,IRA
2021-12-27,2021,52,FR,FR,France,15-64 ans,5599.842369,9305.7844595,15868.459898,COVID
2021-12-27,2021,52,FR,FR,France,15-64 ans,7455.9477566,12577.883185,24300.885681,IRA
2021-12-27,2021,52,FR,FR,France,65 ans ou plus,5184.9578682,8374.5001176,8228.3570088,COVID
2021-12-27,2021,52,FR,FR,France,65 ans ou plus,10502.89616,16504.940014,22004.824444,IRA
2021-12-27,2021,52,FR,FR,France,Tous âges,4661.284832,8011.169347,12048.2505,COVID
2021-12-27,2021,52,FR,FR,France,Tous âges,8828.0528133,15992.47413,21687.569627,IRA
2022-01-03,2022,1,FR,FR,France,0-1 an,934.8132648,2408.5278018,434.94776828,RSV
2022-01-03,2022,1,FR,FR,France,00-04 ans,3195.7885781,4486.1337684,6487.0950979,COVID
2022-01-03,2022,1,FR,FR,France,00-04 ans,11437.838988,25326.264274,14637.103759,IRA
