geo_code,geo_name,taux_passages_bronchio_sau,taux_hospit_bronchio_sau,taux_actes_bronchio_sos,year,population,pop_lt1,taux_passages_bronchio_sau_popnorm,taux_hospit_bronchio_sau_popnorm,taux_actes_bronchio_sos_popnorm,couv_dose1,couv_complet,couv_rappel,port_du_masque,lavage_des_mains,eviter_les_regrupements,gm_workplaces,score_mnp,tmean,tmean,tmean_szn_pct,tmean_szn_quintile,rsv_pos_pct,geo_level
1,Guadeloupe,935.25179856,1428.5714286,,2023,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,788.0910683,1373.2394366,363.63636364,2023,,,,,,,,,,,,,,-4.3,3.621428571428571,12.5,1.0,,REG
6,Mayotte,1226.993865,2647.0588235,,2023,,,,,,,,,,,,,,,,,,,REG
4,Réunion,1913.2653061,4022.9885057,,2023,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,764.48828607,1952.6627219,422.01834862,2023,,,,,,,,,,,,,,-3.0285714285714285,4.395714285714286,12.5,1.0,,REG
27,Bourgogne et Franche-Comté,815.87651599,1666.6666667,519.48051948,2023,,,,,,,,,,,,,,3.357142857142857,8.464285714285714,50.0,2.0,,REG
2,Martinique,,,285.71428571,2023,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,573.82333978,1629.9559471,432.9004329,2023,,,,,,,,,,,,,,6.255714285714285,9.662857142857144,50.0,2.0,,REG
24,Centre-Val de Loire,742.04946996,1724.137931,208.33333333,2023,,,,,,,,,,,,,,-1.9714285714285715,7.571428571428571,25.0,1.0,,REG
6,Mayotte,1602.5641026,2439.0243902,,2023,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,729.85781991,1839.0804598,331.49171271,2023,,,,,,,,,,,,,,4.5,9.2,50.0,2.0,,REG
53,Bretagne,559.64653903,1071.4285714,396.47577093,2023,,,,,,,,,,,,,,4.085714285714285,8.671428571428573,50.0,2.0,,REG
4,Réunion,1913.2653061,3902.4390244,,2023,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,938.83357041,1971.8309859,617.28395062,2023,,,,,,,,,,,,,,3.607142857142857,8.20142857142857,50.0,2.0,,REG
94,Corse,543.47826087,909.09090909,555.55555556,2023,,,,,,,,,,,,,,4.357142857142857,8.921428571428573,50.0,2.0,,REG
28,Normandie,642.43448859,1724.137931,210.77283372,2023,,,,,,,,,,,,,,1.8571428571428572,7.491428571428571,50.0,2.0,,REG
75,Nouvelle Aquitaine,700.16474465,1666.6666667,382.88288288,2023,,,,,,,,,,,,,,6.214285714285714,9.778571428571428,62.5,3.0,,REG
11,Île-de-France,760.55799732,1711.3095238,266.78932843,2023,,,,,,,,,,,,,,6.042857142857143,10.88,25.0,1.0,,REG
84,Auvergne et Rhône-Alpes,713.98920714,1603.4985423,563.06306306,2023,,,,,,,,,,,,,,-1.542857142857143,7.551428571428572,12.5,1.0,,REG
32,Hauts-de-France,601.46149522,1486.9888476,385.01560874,2023,,,,,,,,,,,,,,-1.6142857142857143,8.078571428571427,12.5,1.0,,REG
1,Guadeloupe,535.71428571,800.0,,2023,,,,,,,,,,,,,,,,,,,REG
3,Guyane,1075.9493671,3181.8181818,,2023,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,801.91502095,2047.2440945,478.26086957,2023,,,,,,,,,,,,,,5.4871428571428575,8.881428571428572,50.0,2.0,,REG
94,Corse,1000.0,833.33333333,357.14285714,2023,,,,,,,,,,,,,,3.6,7.214285714285714,50.0,2.0,,REG
28,Normandie,574.48880234,1600.0,402.8436019,2023,,,,,,,,,,,,,,1.542857142857143,5.45,50.0,2.0,,REG
27,Bourgogne et Franche-Comté,526.31578947,1240.3100775,473.68421053,2023,,,,,,,,,,,,,,0.9142857142857144,5.185714285714285,25.0,1.0,,REG
53,Bretagne,600.0,1338.5826772,314.96062992,2023,,,,,,,,,,,,,,2.128571428571429,5.821428571428571,25.0,1.0,,REG
4,Réunion,2200.5571031,4302.3255814,,2023,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,686.11987382,1619.9376947,364.05886909,2023,,,,,,,,,,,,,,6.571428571428571,9.714285714285714,37.5,2.0,,REG
2,Martinique,,,270.27027027,2023,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,465.26867628,1032.0284698,344.16826004,2023,,,,,,,,,,,,,,4.212857142857143,7.244285714285714,25.0,1.0,,REG
76,Occitanie,668.38046272,1611.5702479,520.0,2023,,,,,,,,,,,,,,3.6457142857142855,6.138571428571429,25.0,1.0,,REG
3,Guyane,496.89440994,2500.0,,2023,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,672.85382831,1728.8135593,236.55913978,2023,,,,,,,,,,,,,,5.95,10.357142857142858,87.5,4.0,,REG
1,Guadeloupe,685.71428571,2173.9130435,,2023,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,525.34562212,1298.7012987,451.38888889,2023,,,,,,,,,,,,,,4.714285714285714,7.828571428571428,50.0,2.0,,REG
52,Pays de la Loire,896.44513138,1456.9536424,383.14176245,2023,,,,,,,,,,,,,,2.257142857142857,6.03,50.0,2.0,,REG
32,Hauts-de-France,523.1277533,858.20895522,281.54327424,2023,,,,,,,,,,,,,,2.742857142857143,8.142857142857142,50.0,2.0,,REG
24,Centre-Val de Loire,547.58800522,1374.0458015,166.66666667,2023,,,,,,,,,,,,,,2.457142857142857,7.859999999999999,62.5,3.0,,REG
93,Provence-Alpes-Côte d'Azur,539.41908714,851.06382979,410.25641026,2023,,,,,,,,,,,,,,2.8000000000000003,6.571428571428571,50.0,2.0,,REG
6,Mayotte,1413.6125654,2745.0980392,,2023,,,,,,,,,,,,,,,,,,,REG
24,Centre-Val de Loire,466.16541353,982.14285714,172.4137931,2023,,,,,,,,,,,,,,-3.314285714285714,3.268571428571428,12.5,1.0,,REG
1,Guadeloupe,479.45205479,2500.0,,2023,,,,,,,,,,,,,,,,,,,REG
2,Martinique,,,370.37037037,2023,,,,,,,,,,,,,,,,,,,REG
94,Corse,857.14285714,2857.1428571,480.76923077,2023,,,,,,,,,,,,,,-0.0285714285714286,3.7,25.0,1.0,,REG
28,Normandie,432.73753528,915.03267974,520.09456265,2023,,,,,,,,,,,,,,-1.7357142857142858,2.5628571428571427,25.0,1.0,,REG
75,Nouvelle Aquitaine,458.63309353,642.57028112,258.42696629,2023,,,,,,,,,,,,,,1.0,4.414285714285714,25.0,1.0,,REG
6,Mayotte,1047.1204188,2127.6595745,,2023,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,361.91974823,769.23076923,688.83610451,2023,,,,,,,,,,,,,,0.1285714285714286,4.458571428571429,25.0,1.0,,REG
76,Occitanie,637.42289239,1457.4898785,601.5037594,2023,,,,,,,,,,,,,,0.9742857142857144,3.7285714285714286,25.0,1.0,,REG
52,Pays de la Loire,458.55379189,593.22033898,357.14285714,2023,,,,,,,,,,,,,,-2.2785714285714285,1.9757142857142855,25.0,1.0,,REG
32,Hauts-de-France,438.70192308,1091.7030568,344.41805226,2023,,,,,,,,,,,,,,-1.8428571428571427,3.371428571428571,12.5,1.0,,REG
84,Auvergne et Rhône-Alpes,607.70975057,1556.2913907,476.19047619,2023,,,,,,,,,,,,,,1.4757142857142858,6.412857142857143,37.5,2.0,,REG
93,Provence-Alpes-Côte d'Azur,562.00366524,1273.4082397,329.41176471,2023,,,,,,,,,,,,,,-0.3857142857142858,3.6357142857142857,25.0,1.0,,REG
27,Bourgogne et Franche-Comté,338.29499323,1028.0373832,268.45637584,2023,,,,,,,,,,,,,,-1.914285714285714,2.8142857142857145,25.0,1.0,,REG
4,Réunion,1778.425656,2957.7464789,,2023,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,522.87581699,1065.5737705,207.46887967,2023,,,,,,,,,,,,,,-0.9714285714285714,3.664285714285714,25.0,1.0,,REG
11,Île-de-France,565.62437761,1273.8853503,349.95625547,2023,,,,,,,,,,,,,,2.2785714285714285,6.2299999999999995,12.5,1.0,,REG
3,Guyane,896.55172414,1052.6315789,,2023,,,,,,,,,,,,,,,,,,,REG
3,Guyane,555.55555556,1666.6666667,,2023,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,667.72655008,1538.4615385,476.19047619,2023,,,,,,,,,,,,,,5.242857142857143,8.635714285714286,75.0,4.0,,REG
94,Corse,714.28571429,1875.0,1428.5714286,2023,,,,,,,,,,,,,,5.142857142857143,8.3,75.0,4.0,,REG
84,Auvergne et Rhône-Alpes,583.26289096,1716.8674699,426.35658915,2023,,,,,,,,,,,,,,3.0614285714285714,10.320000000000002,12.5,1.0,,REG
44,Grand Est,416.98256255,991.37931034,388.34951456,2023,,,,,,,,,,,,,,7.1257142857142854,9.592857142857143,87.5,4.0,,REG
75,Nouvelle Aquitaine,552.80528053,1254.3554007,402.47678019,2023,,,,,,,,,,,,,,5.614285714285714,8.671428571428573,75.0,4.0,,REG
1,Guadeloupe,736.19631902,2500.0,,2023,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,714.28571429,1750.0,,2023,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,503.14465409,1345.2914798,379.74683544,2023,,,,,,,,,,,,,,4.882857142857143,7.691428571428571,37.5,2.0,,REG
28,Normandie,684.16119963,1645.5696203,407.67386091,2023,,,,,,,,,,,,,,4.178571428571429,7.557142857142857,75.0,4.0,,REG
2,Martinique,,,930.23255814,2023,,,,,,,,,,,,,,,,,,,REG
24,Centre-Val de Loire,483.42541436,1351.3513514,0.0,2023,,,,,,,,,,,,,,5.607142857142857,10.08,87.5,4.0,,REG
11,Île-de-France,551.41579732,1345.5149502,284.26395939,2023,,,,,,,,,,,,,,7.964285714285714,12.547142857142855,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,473.77326565,968.85813149,446.19422572,2023,,,,,,,,,,,,,,5.357142857142857,8.442857142857143,75.0,4.0,,REG
27,Bourgogne et Franche-Comté,608.40707965,1796.875,297.61904762,2023,,,,,,,,,,,,,,4.457142857142857,7.985714285714286,75.0,4.0,,REG
4,Réunion,1974.9216301,3095.2380952,,2023,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,506.7766647,1081.0810811,247.0461869,2023,,,,,,,,,,,,,,5.985714285714287,11.464285714285714,87.5,4.0,,REG
52,Pays de la Loire,535.05535055,973.45132743,448.27586207,2023,,,,,,,,,,,,,,3.128571428571429,6.261428571428572,62.5,3.0,,REG
93,Provence-Alpes-Côte d'Azur,575.65789474,1245.9016393,384.61538462,2023,,,,,,,,,,,,,,7.128571428571428,10.928571428571429,75.0,4.0,,REG
24,Centre-Val de Loire,648.71481028,1140.9395973,163.93442623,2023,,,,,,,,,,,,,,7.950000000000001,13.075714285714286,100.0,5.0,,REG
75,Nouvelle Aquitaine,500.0,934.95934959,352.42290749,2023,,,,,,,,,,,,,,7.785714285714286,11.321428571428571,87.5,4.0,,REG
84,Auvergne et Rhône-Alpes,558.90631283,1538.4615385,403.22580645,2023,,,,,,,,,,,,,,4.714285714285714,11.825714285714286,37.5,2.0,,REG
27,Bourgogne et Franche-Comté,407.04070407,1079.1366906,207.25388601,2023,,,,,,,,,,,,,,6.385714285714285,10.30714285714286,75.0,4.0,,REG
52,Pays de la Loire,801.23266564,1760.5633803,415.22491349,2023,,,,,,,,,,,,,,5.1499999999999995,9.627142857142855,62.5,3.0,,REG
53,Bretagne,592.59259259,943.39622642,354.33070866,2023,,,,,,,,,,,,,,7.2,10.957142857142856,87.5,4.0,,REG
94,Corse,526.31578947,0.0,1181.8181818,2023,,,,,,,,,,,,,,6.9142857142857155,10.721428571428572,75.0,4.0,,REG
32,Hauts-de-France,449.9196572,862.74509804,220.82018927,2023,,,,,,,,,,,,,,8.357142857142858,13.435714285714283,87.5,4.0,,REG
4,Réunion,1666.6666667,2631.5789474,,2023,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,496.36803874,958.08383234,165.79406632,2023,,,,,,,,,,,,,,9.842857142857143,12.551428571428572,100.0,5.0,,REG
2,Martinique,,,370.37037037,2023,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,640.625,1619.047619,218.97810219,2023,,,,,,,,,,,,,,7.551428571428572,10.315714285714288,87.5,4.0,,REG
28,Normandie,589.68058968,1395.3488372,207.852194,2023,,,,,,,,,,,,,,4.735714285714286,9.13,62.5,3.0,,REG
6,Mayotte,1235.2941176,2456.1403509,,2023,,,,,,,,,,,,,,,,,,,REG
3,Guyane,147.05882353,588.23529412,,2023,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,451.12781955,769.23076923,,2023,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,474.10649161,1129.707113,349.34497817,2023,,,,,,,,,,,,,,8.635714285714284,11.258571428571427,87.5,4.0,,REG
6,Mayotte,894.73684211,2352.9411765,,2023,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,579.43925234,1120.6896552,252.3659306,2023,,,,,,,,,,,,,,8.885714285714286,12.05714285714286,100.0,5.0,,REG
24,Centre-Val de Loire,571.79161372,1512.605042,277.77777778,2023,,,,,,,,,,,,,,6.935714285714286,12.221428571428572,87.5,4.0,,REG
2,Martinique,,,416.66666667,2023,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,368.97590361,932.20338983,424.24242424,2023,,,,,,,,,,,,,,9.525714285714288,11.63714285714286,100.0,5.0,,REG
84,Auvergne et Rhône-Alpes,476.59215521,929.57746479,273.1092437,2023,,,,,,,,,,,,,,5.421428571428572,12.387142857142855,87.5,4.0,,REG
4,Réunion,1841.1552347,3728.8135593,,2023,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,563.14926189,1328.125,291.16465863,2023,,,,,,,,,,,,,,5.557142857142857,12.042857142857144,62.5,3.0,,REG
3,Guyane,604.02684564,3125.0,,2023,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,494.69964664,1250.0,250.0,2023,,,,,,,,,,,,,,7.774285714285715,10.352857142857143,100.0,5.0,,REG
1,Guadeloupe,833.33333333,3333.3333333,,2023,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,639.0328152,808.82352941,511.94539249,2023,,,,,,,,,,,,,,6.521428571428572,10.204285714285716,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,492.72116461,956.79012346,212.20159151,2023,,,,,,,,,,,,,,8.428571428571429,11.95,100.0,5.0,,REG
53,Bretagne,468.75,1016.9491525,466.92607004,2023,,,,,,,,,,,,,,7.428571428571429,10.94285714285714,100.0,5.0,,REG
27,Bourgogne et Franche-Comté,501.06609808,1140.9395973,337.07865169,2023,,,,,,,,,,,,,,6.971428571428571,10.85,100.0,5.0,,REG
28,Normandie,625.56663645,1409.3959732,504.38596491,2023,,,,,,,,,,,,,,6.228571428571429,10.361428571428572,87.5,4.0,,REG
94,Corse,731.70731707,2142.8571429,681.81818182,2023,,,,,,,,,,,,,,8.057142857142857,11.55,100.0,5.0,,REG
11,Île-de-France,544.27294882,1289.8089172,363.4751773,2023,,,,,,,,,,,,,,9.257142857142856,13.49,75.0,4.0,,REG
3,Guyane,632.91139241,1000.0,,2023,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,521.90121156,887.09677419,405.82726327,2023,,,,,,,,,,,,,,8.657142857142857,11.578571428571427,100.0,5.0,,REG
27,Bourgogne et Franche-Comté,492.95774648,743.80165289,289.01734104,2023,,,,,,,,,,,,,,7.271428571428572,10.571428571428571,100.0,5.0,,REG
28,Normandie,543.27808471,1485.7142857,349.79423868,2023,,,,,,,,,,,,,,5.914285714285714,9.957142857142856,100.0,5.0,,REG
93,Provence-Alpes-Côte d'Azur,411.4994363,851.06382979,364.58333333,2023,,,,,,,,,,,,,,7.985714285714286,11.014285714285714,100.0,5.0,,REG
6,Mayotte,933.33333333,1632.6530612,,2023,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,673.98119122,902.77777778,314.46540881,2023,,,,,,,,,,,,,,5.8428571428571425,9.242857142857144,100.0,5.0,,REG
1,Guadeloupe,337.83783784,714.28571429,,2023,,,,,,,,,,,,,,,,,,,REG
2,Martinique,,,303.03030303,2023,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,507.66474219,901.77133655,271.2477396,2023,,,,,,,,,,,,,,8.607142857142858,12.94285714285714,62.5,3.0,,REG
94,Corse,561.79775281,2777.7777778,625.0,2023,,,,,,,,,,,,,,7.8428571428571425,11.05714285714286,100.0,5.0,,REG
32,Hauts-de-France,491.62011173,962.34309623,323.92894462,2023,,,,,,,,,,,,,,6.928571428571429,12.771428571428572,87.5,4.0,,REG
76,Occitanie,661.8705036,1233.4801762,380.95238095,2023,,,,,,,,,,,,,,7.612857142857143,9.955714285714285,100.0,5.0,,REG
24,Centre-Val de Loire,529.71576227,1652.173913,0.0,2023,,,,,,,,,,,,,,6.421428571428572,12.098571428571429,100.0,5.0,,REG
84,Auvergne et Rhône-Alpes,592.13250518,1440.6779661,319.36127745,2023,,,,,,,,,,,,,,6.018571428571428,12.515714285714283,75.0,4.0,,REG
53,Bretagne,695.51777434,1439.3939394,396.82539683,2023,,,,,,,,,,,,,,7.671428571428572,11.221428571428572,100.0,5.0,,REG
44,Grand Est,435.71428571,1148.9361702,357.14285714,2023,,,,,,,,,,,,,,9.155714285714286,11.69285714285714,100.0,5.0,,REG
4,Réunion,1333.3333333,2878.7878788,,2023,,,,,,,,,,,,,,,,,,,REG
94,Corse,340.90909091,0.0,384.61538462,2023,,,,,,,,,,,,,,4.285714285714286,9.521428571428572,50.0,2.0,,REG
4,Réunion,1043.1654676,2238.8059701,,2023,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,636.10851263,1294.6428571,415.36863967,2023,,,,,,,,,,,,,,5.685714285714285,10.614285714285714,50.0,2.0,,REG
28,Normandie,500.0,1071.4285714,483.51648352,2023,,,,,,,,,,,,,,1.657142857142857,7.882857142857143,37.5,2.0,,REG
84,Auvergne et Rhône-Alpes,587.02791461,1111.1111111,244.39918534,2023,,,,,,,,,,,,,,5.127142857142857,11.858571428571429,62.5,3.0,,REG
93,Provence-Alpes-Côte d'Azur,409.69417196,671.37809187,276.38190955,2023,,,,,,,,,,,,,,3.3142857142857145,9.092857142857143,37.5,2.0,,REG
3,Guyane,635.83815029,2142.8571429,,2023,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,510.04636785,1083.3333333,307.69230769,2023,,,,,,,,,,,,,,2.7142857142857144,8.714285714285714,37.5,2.0,,REG
44,Grand Est,367.34693878,513.83399209,319.14893617,2023,,,,,,,,,,,,,,4.9471428571428575,9.642857142857142,37.5,2.0,,REG
52,Pays de la Loire,686.10634648,1052.6315789,308.64197531,2023,,,,,,,,,,,,,,1.65,6.791428571428571,37.5,2.0,,REG
1,Guadeloupe,869.56521739,2941.1764706,,2023,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,490.86757991,930.23255814,264.55026455,2023,,,,,,,,,,,,,,1.8,8.092857142857143,37.5,2.0,,REG
32,Hauts-de-France,362.19581211,929.20353982,291.06029106,2023,,,,,,,,,,,,,,2.4,10.571428571428571,12.5,1.0,,REG
76,Occitanie,564.06685237,1058.8235294,646.3878327,2023,,,,,,,,,,,,,,3.59,8.128571428571428,37.5,2.0,,REG
11,Île-de-France,490.64039409,993.88379205,259.29127053,2023,,,,,,,,,,,,,,6.6571428571428575,12.538571428571428,25.0,1.0,,REG
24,Centre-Val de Loire,522.08835341,1415.9292035,0.0,2023,,,,,,,,,,,,,,1.242857142857143,10.06857142857143,25.0,1.0,,REG
6,Mayotte,1011.9047619,2244.8979592,,2023,,,,,,,,,,,,,,,,,,,REG
2,Martinique,,,0.0,2023,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,312.5,1875.0,,2023,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,504.16909056,1009.9573257,327.35775526,2023,,,,,,,,,,,,,,8.928571428571429,13.728571428571428,50.0,2.0,,REG
44,Grand Est,386.92461641,1142.8571429,666.66666667,2023,,,,,,,,,,,,,,7.732857142857143,10.804285714285712,37.5,2.0,,REG
3,Guyane,375.0,666.66666667,,2023,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,518.86792453,1218.6379928,260.41666667,2023,,,,,,,,,,,,,,7.557142857142857,12.214285714285714,62.5,3.0,,REG
94,Corse,280.37383178,909.09090909,312.5,2023,,,,,,,,,,,,,,6.085714285714286,10.021428571428572,37.5,2.0,,REG
4,Réunion,888.15789474,1746.031746,,2023,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,597.45762712,1132.5966851,310.78610603,2023,,,,,,,,,,,,,,6.365714285714286,12.588571428571427,50.0,2.0,,REG
53,Bretagne,730.02754821,1893.9393939,303.03030303,2023,,,,,,,,,,,,,,5.757142857142857,9.935714285714283,50.0,2.0,,REG
27,Bourgogne et Franche-Comté,413.04347826,740.74074074,351.75879397,2023,,,,,,,,,,,,,,5.1,8.957142857142857,50.0,2.0,,REG
24,Centre-Val de Loire,586.66666667,1428.5714286,273.97260274,2023,,,,,,,,,,,,,,4.985714285714287,10.587142857142856,37.5,2.0,,REG
76,Occitanie,467.41277156,1027.6679842,505.95238095,2023,,,,,,,,,,,,,,6.858571428571429,9.331428571428573,50.0,2.0,,REG
2,Martinique,,,0.0,2023,,,,,,,,,,,,,,,,,,,REG
28,Normandie,546.75118859,1162.7906977,482.1802935,2023,,,,,,,,,,,,,,4.335714285714286,8.647142857142857,37.5,2.0,,REG
52,Pays de la Loire,819.16537867,1250.0,506.32911392,2023,,,,,,,,,,,,,,5.492857142857143,9.221428571428572,50.0,2.0,,REG
6,Mayotte,730.33707865,1777.7777778,,2023,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,427.30299667,894.5686901,334.82142857,2023,,,,,,,,,,,,,,6.357142857142857,10.164285714285716,50.0,2.0,,REG
75,Nouvelle Aquitaine,546.94621696,985.91549296,288.18443804,2023,,,,,,,,,,,,,,7.042857142857143,10.75,37.5,2.0,,REG
94,Corse,396.82539683,0.0,230.76923077,2023,,,,,,,,,,,,,,6.314285714285715,10.864285714285714,37.5,2.0,,REG
4,Réunion,1152.5423729,2539.6825397,,2023,,,,,,,,,,,,,,,,,,,REG
2,Martinique,,,416.66666667,2023,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,557.93991416,1603.0534351,394.26523297,2023,,,,,,,,,,,,,,6.057142857142857,11.164285714285716,50.0,2.0,,REG
1,Guadeloupe,666.66666667,0.0,,2023,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,416.44420715,622.56809339,300.20703934,2023,,,,,,,,,,,,,,5.271428571428571,12.892857142857142,12.5,1.0,,REG
6,Mayotte,1126.7605634,2075.4716981,,2023,,,,,,,,,,,,,,,,,,,REG
3,Guyane,476.19047619,2068.9655172,,2023,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,391.45907473,1041.6666667,636.94267516,2023,,,,,,,,,,,,,,4.914285714285714,9.971428571428572,37.5,2.0,,REG
28,Normandie,578.08455565,1363.6363636,155.21064302,2023,,,,,,,,,,,,,,4.207142857142857,9.708571428571428,37.5,2.0,,REG
44,Grand Est,494.00141143,1125.0,724.9466951,2023,,,,,,,,,,,,,,8.207142857142857,12.308571428571428,25.0,1.0,,REG
84,Auvergne et Rhône-Alpes,501.07066381,1173.0205279,341.6856492,2023,,,,,,,,,,,,,,6.732857142857143,14.43142857142857,37.5,2.0,,REG
11,Île-de-France,417.42654509,844.64555053,279.23211169,2023,,,,,,,,,,,,,,9.6,14.315714285714284,50.0,2.0,,REG
75,Nouvelle Aquitaine,398.51714551,654.20560748,291.61603888,2023,,,,,,,,,,,,,,7.428571428571429,11.7,37.5,2.0,,REG
24,Centre-Val de Loire,532.62316911,1181.8181818,298.50746269,2023,,,,,,,,,,,,,,5.071428571428571,12.598571428571429,37.5,2.0,,REG
76,Occitanie,455.76407507,1158.3011583,326.79738562,2023,,,,,,,,,,,,,,6.38,9.917142857142858,37.5,2.0,,REG
93,Provence-Alpes-Côte d'Azur,307.60626398,942.02898551,168.6746988,2023,,,,,,,,,,,,,,6.042857142857143,10.75,37.5,2.0,,REG
52,Pays de la Loire,485.13302034,697.6744186,354.60992908,2023,,,,,,,,,,,,,,5.585714285714286,9.828571428571427,37.5,2.0,,REG
75,Nouvelle Aquitaine,368.89332004,784.31372549,205.06634499,2023,,,,,,,,,,,,,,9.514285714285714,13.335714285714284,50.0,2.0,,REG
28,Normandie,451.38888889,882.35294118,353.77358491,2023,,,,,,,,,,,,,,7.257142857142857,11.972857142857142,87.5,4.0,,REG
6,Mayotte,1156.0693642,2156.8627451,,2023,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,446.65012407,1023.6220472,327.86885246,2023,,,,,,,,,,,,,,8.161428571428571,11.267142857142858,62.5,3.0,,REG
52,Pays de la Loire,695.10268562,1338.028169,279.72027972,2023,,,,,,,,,,,,,,7.207142857142857,11.574285714285711,50.0,2.0,,REG
24,Centre-Val de Loire,559.34515689,660.37735849,0.0,2023,,,,,,,,,,,,,,11.814285714285717,16.512857142857143,87.5,4.0,,REG
53,Bretagne,622.28654124,1538.4615385,429.18454936,2023,,,,,,,,,,,,,,8.957142857142857,13.05714285714286,87.5,4.0,,REG
27,Bourgogne et Franche-Comté,316.30170316,416.66666667,432.09876543,2023,,,,,,,,,,,,,,7.714285714285714,12.035714285714286,75.0,4.0,,REG
2,Martinique,,,0.0,2023,,,,,,,,,,,,,,,,,,,REG
4,Réunion,909.09090909,1311.4754098,,2023,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,376.94013304,967.74193548,394.19087137,2023,,,,,,,,,,,,,,9.971428571428572,13.09,87.5,4.0,,REG
84,Auvergne et Rhône-Alpes,474.21731123,962.73291925,275.2293578,2023,,,,,,,,,,,,,,10.151428571428571,16.984285714285715,50.0,2.0,,REG
1,Guadeloupe,487.80487805,2000.0,,2023,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,405.32715692,783.41013825,343.30011074,2023,,,,,,,,,,,,,,12.585714285714284,16.57857142857143,100.0,5.0,,REG
94,Corse,526.31578947,909.09090909,329.67032967,2023,,,,,,,,,,,,,,8.342857142857143,12.514285714285714,50.0,2.0,,REG
3,Guyane,673.07692308,2162.1621622,,2023,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,375.0,670.55393586,173.69727047,2023,,,,,,,,,,,,,,8.22857142857143,12.37142857142857,50.0,2.0,,REG
11,Île-de-France,425.44809927,846.15384615,284.48275862,2023,,,,,,,,,,,,,,13.992857142857144,17.587142857142858,100.0,5.0,,REG
84,Auvergne et Rhône-Alpes,311.78358551,724.63768116,332.71719039,2023,,,,,,,,,,,,,,10.551428571428572,17.981428571428573,62.5,3.0,,REG
75,Nouvelle Aquitaine,365.74487065,669.64285714,391.56626506,2023,,,,,,,,,,,,,,11.428571428571429,15.964285714285714,87.5,4.0,,REG
53,Bretagne,293.29608939,476.19047619,238.0952381,2023,,,,,,,,,,,,,,11.001428571428573,15.014285714285714,87.5,4.0,,REG
27,Bourgogne et Franche-Comté,352.52643948,990.99099099,273.22404372,2023,,,,,,,,,,,,,,9.285714285714286,14.207142857142856,87.5,4.0,,REG
24,Centre-Val de Loire,312.94452347,1078.4313725,0.0,2023,,,,,,,,,,,,,,9.75,16.672857142857143,87.5,4.0,,REG
11,Île-de-France,451.26725737,870.22900763,292.88702929,2023,,,,,,,,,,,,,,13.521428571428572,17.967142857142857,87.5,4.0,,REG
32,Hauts-de-France,405.07859734,990.56603774,305.88235294,2023,,,,,,,,,,,,,,10.55714285714286,17.435714285714287,62.5,3.0,,REG
