taux_passages_bronchio_sau_popnorm,taux_hospit_bronchio_sau_popnorm,taux_actes_bronchio_sos_popnorm,couv_dose1,couv_complet,couv_rappel,port_du_masque,lavage_des_mains,eviter_les_regrupements,aeration_du_logement,saluer_sans_serrer_la_main,adhesion_vaccinale_adultes,adhesion_vaccinale_enfants,grocery and pharmacy,parks,residential,retail and recreation,transit stations,workplaces,score_mnp,tmean,tmean_szn_pct,tmean_szn_quintile,rsv_pos_pct
120.16692286147314,277.05015812873273,59.78538152884125,,,,,,,,,,,,,,,,,,5.259747023809524,50.0,2.0,997.0
120.16692286147314,277.05015812873273,59.78538152884125,,,,,,,,,,,,,,,,,,5.259747023809524,50.0,2.0,8.0
89.64514789853756,225.31623067199305,37.79179117581328,,,,,,,,,,,,,,,,,,7.097232142857142,87.5,4.0,703.0
89.64514789853756,225.31623067199305,37.79179117581328,,,,,,,,,,,,,,,,,,7.097232142857142,87.5,4.0,7.0
78.40694557428799,187.90337178914137,40.32472264327518,,,,,,,,,,,,,,,,,,7.32967261904762,87.5,4.0,14.0
78.40694557428799,187.90337178914137,40.32472264327518,,,,,,,,,,,,,,,,,,7.32967261904762,87.5,4.0,644.0
83.2895365468691,203.09151111840544,34.591849706675234,,,,,,,,,,,,,,,,,,4.629538690476191,50.0,2.0,7.0
83.2895365468691,203.09151111840544,34.591849706675234,,,,,,,,,,,,,,,,,,4.629538690476191,50.0,2.0,561.0
77.53125971812887,198.02101560906792,36.84806457963767,,,,,,,,,,,,,,,,,,9.484479166666668,100.0,5.0,575.0
77.53125971812887,198.02101560906792,36.84806457963767,,,,,,,,,,,,,,,,,,9.484479166666668,100.0,5.0,2.0
71.58395111952287,174.0263042196863,31.777933030463874,,,,,,,,,,,,,,,,,,8.063229166666668,87.5,4.0,3.0
71.58395111952287,174.0263042196863,31.777933030463874,,,,,,,,,,,,,,,,,,8.063229166666668,87.5,4.0,485.0
62.18583182434036,152.3112065844426,30.557743583171536,,,,,,,,,,,,,,,,,,9.393258928571427,75.0,4.0,3.0
62.18583182434036,152.3112065844426,30.557743583171536,,,,,,,,,,,,,,,,,,9.393258928571427,75.0,4.0,365.0
57.64126010294302,142.3015298562709,28.054712027013817,,,,,,,,,,,,,,,,,,8.491934523809524,50.0,2.0,10.0
57.64126010294302,142.3015298562709,28.054712027013817,,,,,,,,,,,,,,,,,,8.491934523809524,50.0,2.0,338.0
51.82262808514799,131.51235034151384,27.09089830989063,,,,,,,,,,,,,,,,,,8.376532738095237,87.5,4.0,264.0
51.82262808514799,131.51235034151384,27.09089830989063,,,,,,,,,,,,,,,,,,8.376532738095237,87.5,4.0,6.0
49.216559747461346,114.28717547106561,25.915719160392776,,,,,,,,,,,,,,,,,,7.437202380952381,12.5,1.0,220.0
49.216559747461346,114.28717547106561,25.915719160392776,,,,,,,,,,,,,,,,,,7.437202380952381,12.5,1.0,0.0
49.49739672733367,109.52959287220817,24.88363769851801,,,,,,,,,,,,,,,,,,9.94375,62.5,3.0,180.0
49.49739672733367,109.52959287220817,24.88363769851801,,,,,,,,,,,,,,,,,,9.94375,62.5,3.0,0.0
57.37176651069238,103.46552606400067,27.929380312321037,,,,,,,,,,,,,,,,,,11.085595238095236,62.5,3.0,0.0
57.37176651069238,103.46552606400067,27.929380312321037,,,,,,,,,,,,,,,,,,11.085595238095236,62.5,3.0,77.0
44.024137347226684,82.80162777087145,17.493975443828308,,,,,,,,,,,,,,,,,,7.6352232142857135,12.5,1.0,37.0
44.024137347226684,82.80162777087145,17.493975443828308,,,,,,,,,,,,,,,,,,7.6352232142857135,12.5,1.0,0.0
23.013439316692974,42.746425315324124,14.019496796474515,,,,,,,,,,,,,,,,,,8.364985119047619,25.0,1.0,32.0
23.013439316692974,42.746425315324124,14.019496796474515,,,,,,,,,,,,,,,,,,8.364985119047619,25.0,1.0,0.0
11.182577284790414,24.699992959507217,5.097754021342868,,,,,,,,,,,,,,,,,,14.726145833333334,100.0,5.0,0.0
