geo_code,geo_name,date_monday,year_iso,week_iso_num,taux_passages_urgences,MNP_score,tmean,workplaces,retail_and_recreation,couv_complet
76,Occitanie,2023-02-27,2023,9,637.42289239,,3.7285714285714286,,,
76,Occitanie,2023-03-06,2023,10,503.14465409,,7.691428571428571,,,
76,Occitanie,2023-03-13,2023,11,640.625,,10.315714285714288,,,
76,Occitanie,2023-03-20,2023,12,494.69964664,,10.352857142857143,,,
76,Occitanie,2023-03-27,2023,13,661.8705036,,9.955714285714285,,,
76,Occitanie,2023-04-03,2023,14,564.06685237,,8.128571428571428,,,
76,Occitanie,2023-04-10,2023,15,467.41277156,,9.331428571428573,,,
76,Occitanie,2023-04-17,2023,16,455.76407507,,9.917142857142858,,,
76,Occitanie,2023-04-24,2023,17,446.65012407,,11.267142857142858,,,
76,Occitanie,2023-05-01,2023,18,388.20992092,,13.722857142857142,,,
76,Occitanie,2023-05-08,2023,19,336.34126333,,12.381428571428572,,,
76,Occitanie,2023-05-15,2023,20,240.12393493,,12.1,,,
76,Occitanie,2023-05-22,2023,21,350.16286645,,13.72,,,
76,Occitanie,2023-05-29,2023,22,201.64301718,,14.972857142857142,,,
76,Occitanie,2023-06-05,2023,23,219.09233177,,17.814285714285713,,,
76,Occitanie,2023-06-12,2023,24,354.11855273,,19.465714285714284,,,
76,Occitanie,2023-06-19,2023,25,311.25299282,,19.481428571428573,,,
76,Occitanie,2023-06-26,2023,26,244.67245462,,17.259999999999998,,,
76,Occitanie,2023-07-03,2023,27,173.77567141,,18.65142857142857,,,
76,Occitanie,2023-07-10,2023,28,178.20424949,,18.98,,,
76,Occitanie,2023-07-17,2023,29,226.58610272,,17.39,,,
76,Occitanie,2023-07-24,2023,30,147.299509,,17.594285714285714,,,
76,Occitanie,2023-07-31,2023,31,234.7826087,,17.055714285714284,,,
76,Occitanie,2023-08-07,2023,32,130.6122449,,18.637142857142855,,,
76,Occitanie,2023-08-14,2023,33,144.3768997,,20.101428571428578,,,
76,Occitanie,2023-08-21,2023,34,180.43025677,,18.47571428571428,,,
76,Occitanie,2023-08-28,2023,35,178.57142857,,17.875714285714285,,,
76,Occitanie,2023-09-04,2023,36,248.12030075,,23.90285714285714,,,
76,Occitanie,2023-09-11,2023,37,394.64882943,,18.85,,,
76,Occitanie,2023-09-18,2023,38,502.97816016,,16.212857142857143,,,
76,Occitanie,2023-09-25,2023,39,637.01923077,,17.892857142857142,,,
76,Occitanie,2023-10-02,2023,40,650.0,,16.972857142857144,,,
76,Occitanie,2023-10-09,2023,41,592.63880225,,16.49142857142857,,,
76,Occitanie,2023-10-16,2023,42,775.14413837,,13.142857142857142,,,
76,Occitanie,2023-10-23,2023,43,937.5,,12.51142857142857,,,
76,Occitanie,2023-10-30,2023,44,1113.28125,,11.03,,,
76,Occitanie,2023-11-06,2023,45,1133.4674715,,9.715714285714286,,,
76,Occitanie,2023-11-13,2023,46,1539.7260274,,11.372857142857145,,,
76,Occitanie,2023-11-20,2023,47,2133.4586466,,8.884285714285713,,,
76,Occitanie,2023-11-27,2023,48,2275.7999099,,4.621428571428572,,,
76,Occitanie,2023-12-04,2023,49,2195.0224398,,7.682857142857143,,,
76,Occitanie,2023-12-11,2023,50,2211.1801242,,8.68142857142857,,,
76,Occitanie,2023-12-18,2023,51,2171.4031972,,9.35,,,
76,Occitanie,2023-12-25,2023,52,1818.1818182,,9.995714285714286,,,
76,Occitanie,2024-01-01,2024,1,1380.5220884,,8.23857142857143,,,
76,Occitanie,2024-01-08,2024,2,1047.7453581,,-0.1157142857142856,,,
76,Occitanie,2024-01-15,2024,3,1019.3871169,,1.5071428571428571,,,
76,Occitanie,2024-01-22,2024,4,835.6545961,,8.73,,,
76,Occitanie,2024-01-29,2024,5,952.92766935,,8.211428571428572,,,
76,Occitanie,2024-02-05,2024,6,791.5407855,,9.877142857142855,,,
76,Occitanie,2024-02-12,2024,7,791.96217494,,10.555714285714286,,,
76,Occitanie,2024-02-19,2024,8,874.59807074,,8.052857142857144,,,
76,Occitanie,2024-02-26,2024,9,651.87239945,,7.344285714285713,,,
76,Occitanie,2024-03-04,2024,10,630.27940221,,7.647142857142858,,,
76,Occitanie,2024-03-11,2024,11,580.18252934,,11.132857142857144,,,
76,Occitanie,2024-03-18,2024,12,737.75573466,,9.965714285714286,,,
76,Occitanie,2024-03-25,2024,13,716.72354949,,9.474285714285712,,,
76,Occitanie,2024-04-01,2024,14,668.3640993,,13.34,,,
76,Occitanie,2024-04-08,2024,15,517.92828685,,13.255714285714284,,,
76,Occitanie,2024-04-15,2024,16,534.30079156,,8.577142857142857,,,
