date_monday,taux_passages_urgences,mnp_score,couv_complet
2022-01-17,703.41368995,78.57721985561041,17.134237918288463
2022-01-24,602.65166734,78.57721985561041,17.196257375329076
2022-01-31,591.35744481,78.57721985561041,17.25421830944566
2022-02-07,538.86842354,78.57721985561041,17.30278909625598
2022-02-14,529.28890155,78.57721985561041,17.338095542197724
2022-02-21,462.28230302,78.57721985561041,17.364322743023287
2022-02-28,436.56400113,78.57721985561041,17.381069679965755
2022-03-07,437.0386938,78.57721985561041,17.39182877999831
2022-03-14,458.01852563,78.57721985561041,17.400144491936206
2022-03-21,433.52018389,78.57721985561041,17.40679181834024
2022-03-28,431.90044329,78.57721985561041,17.41230572398016
2022-04-04,422.80026765,78.57721985561041,17.416899621294753
2022-04-11,420.25862069,78.57721985561041,17.420895881856605
2022-04-18,408.08650682,78.57721985561041,17.42444074029267
2022-04-25,371.13864439,78.57721985561041,17.429017843154305
2022-05-02,339.92001882,78.57721985561041,17.433040319447603
2022-05-09,382.31307883,78.57721985561041,17.436767459141358
2022-05-16,365.78776745,78.57721985561041,17.440094808930606
2022-05-23,356.31456884,78.57721985561041,17.442794210027635
2022-05-30,382.66407599,78.57721985561041,17.44612442716251
2022-06-06,378.35347123,78.57721985561041,17.449331758056246
2022-06-13,326.42435166,78.57721985561041,17.45232936309844
2022-06-20,343.41103162,78.57721985561041,17.455290921509896
2022-06-27,369.29326501,78.57721985561041,17.458581405426806
2022-07-04,353.92622765,78.57721985561041,17.462045568564523
2022-07-11,332.48864034,78.57721985561041,17.464446356095582
2022-07-18,307.53434704,78.57721985561041,17.467080627484805
2022-07-25,233.65262167,78.57721985561041,17.469440452935483
2022-08-01,205.96504095,78.57721985561041,17.47090361844665
2022-08-08,211.95097038,78.57721985561041,17.4723544953337
2022-08-15,174.27441518,78.57721985561041,17.473630873758335
2022-08-22,170.03041194,78.57721985561041,17.475112062584866
2022-08-29,202.22864218,78.57721985561041,17.476555156676646
2022-09-05,274.2849697,78.57721985561041,17.477670144504586
2022-09-12,427.93283908,78.57721985561041,17.478740483664907
2022-09-19,588.49406129,78.57721985561041,17.479905854851715
2022-09-26,764.32552954,78.57721985561041,17.481081876179417
2022-10-03,963.55240373,78.57721985561041,17.4821694194135
2022-10-10,1263.0173565,78.57721985561041,17.483252456818743
2022-10-17,1611.267989,78.57721985561041,17.48431050735495
2022-10-24,2108.2956259,78.57721985561041,17.485252225582883
2022-10-31,2351.2667236,78.57721985561041,17.486041974492604
2022-11-07,2237.7411196,78.57721985561041,17.486821073261428
2022-11-14,2563.2360114,78.57721985561041,17.487718962063354
2022-11-21,2861.5240182,78.57721985561041,17.488500108936194
2022-11-28,2769.4789675,78.57721985561041,17.489295182916365
2022-12-05,2438.3981861,78.57721985561041,17.490149242292286
2022-12-12,1945.0690097,78.57721985561041,17.491026240433214
2022-12-19,1634.4188582,78.57721985561041,17.491723824662085
2022-12-26,1512.1160787,78.57721985561041,17.492290330233736
2023-01-02,1313.6743493,78.57721985561041,
2023-01-09,1068.4525647,78.57721985561041,
2023-01-16,1006.6772295,78.57721985561041,
2023-01-23,971.85576077,78.57721985561041,
2023-01-30,844.75941047,78.57721985561041,
2023-02-06,784.09606943,78.57721985561041,
2023-02-13,746.68297732,78.57721985561041,
2023-02-20,649.33771537,78.57721985561041,
2023-02-27,549.97355896,78.57721985561041,
2023-03-06,570.01889565,78.57721985561041,
2023-03-13,560.1794169,78.57721985561041,
2023-03-20,549.16530945,78.57721985561041,
2023-03-27,542.7656655,78.57721985561041,
2023-04-03,511.50121065,78.57721985561041,
2023-04-10,524.26427597,78.57721985561041,
2023-04-17,461.28167518,78.57721985561041,
2023-04-24,454.6376077,78.57721985561041,
2023-05-01,385.18206693,78.57721985561041,
2023-05-08,335.93044264,78.57721985561041,
2023-05-15,357.97795346,78.57721985561041,
2023-05-22,398.96895663,78.57721985561041,
2023-05-29,353.34721157,78.57721985561041,
2023-06-05,366.86986186,78.57721985561041,
2023-06-12,335.3046195,78.57721985561041,
2023-06-19,304.07311294,78.57721985561041,
2023-06-26,270.25489304,78.57721985561041,
2023-07-03,287.14622642,78.57721985561041,
2023-07-10,243.05942691,78.57721985561041,
2023-07-17,235.8490566,78.57721985561041,
2023-07-24,208.49470695,78.57721985561041,
2023-07-31,204.72759108,78.57721985561041,
2023-08-07,224.71910112,78.57721985561041,
2023-08-14,191.9263003,78.57721985561041,
2023-08-21,199.27880053,78.57721985561041,
2023-08-28,235.24899316,78.57721985561041,
2023-09-04,276.62037037,78.57721985561041,
2023-09-11,432.77582014,78.57721985561041,
2023-09-18,589.42017169,78.57721985561041,
2023-09-25,691.14974134,78.57721985561041,
2023-10-02,788.92444692,78.57721985561041,
2023-10-09,875.26297335,78.57721985561041,
2023-10-16,1060.0383409,78.57721985561041,
2023-10-23,1317.4294447,78.57721985561041,
2023-10-30,1600.8929283,78.57721985561041,
2023-11-06,1582.3318107,78.57721985561041,
2023-11-13,1868.9030268,78.57721985561041,
2023-11-20,2335.2075987,78.57721985561041,
2023-11-27,2398.3216955,78.57721985561041,
2023-12-04,2273.1583939,78.57721985561041,
2023-12-11,2014.969277,78.57721985561041,
2023-12-18,1754.7658774,78.57721985561041,
2023-12-25,1482.2841756,78.57721985561041,
2024-01-01,1239.9154069,78.57721985561041,
2024-01-08,875.01268134,78.57721985561041,
2024-01-15,767.44406523,78.57721985561041,
2024-01-22,784.09624163,78.57721985561041,
2024-01-29,769.8797722,78.57721985561041,
2024-02-05,710.97109285,78.57721985561041,
2024-02-12,751.58956369,78.57721985561041,
2024-02-19,736.25306387,78.57721985561041,
2024-02-26,716.28670788,78.57721985561041,
2024-03-04,677.78054242,78.57721985561041,
2024-03-11,657.01060176,78.57721985561041,
2024-03-18,686.92919572,78.57721985561041,
2024-03-25,630.7062133,78.57721985561041,
2024-04-01,624.94009393,78.57721985561041,
2024-04-08,567.65773722,78.57721985561041,
2024-04-15,529.12142152,78.57721985561041,
2024-04-22,493.87093506,78.57721985561041,
2024-04-29,484.97161015,78.57721985561041,
2024-05-06,401.70545025,78.57721985561041,
2024-05-13,385.2432256,78.57721985561041,
2024-05-20,360.2768845,78.57721985561041,
2024-05-27,387.51998236,78.57721985561041,
2024-06-03,390.16736402,78.57721985561041,
2024-06-10,363.58096786,78.57721985561041,
2024-06-17,311.37845625,78.57721985561041,
2024-06-24,292.09706914,78.57721985561041,
2024-07-01,292.42494945,78.57721985561041,
2024-07-08,253.01141444,78.57721985561041,
2024-07-15,213.78685291,78.57721985561041,
2024-07-22,204.97643319,78.57721985561041,
2024-07-29,168.27886211,78.57721985561041,
2024-08-05,125.47926107,78.57721985561041,
2024-08-12,144.78654,78.57721985561041,
2024-08-19,129.41762071,78.57721985561041,
2024-08-26,154.69405649,78.57721985561041,
2024-09-02,197.61644169,78.57721985561041,
2024-09-09,353.86978863,78.57721985561041,
2024-09-16,479.75532935,78.57721985561041,
2024-09-23,510.79032492,78.57721985561041,
2024-09-30,510.68999028,78.57721985561041,
2024-10-07,577.03240478,78.57721985561041,
2024-10-14,635.86438524,78.57721985561041,
2024-10-21,697.6546567,78.57721985561041,
2024-10-28,808.66738895,78.57721985561041,
2024-11-04,874.29317094,78.57721985561041,
2024-11-11,1110.4535655,78.57721985561041,
2024-11-18,1391.7713086,78.57721985561041,
2024-11-25,1538.8987836,78.57721985561041,
2024-12-02,1544.0289505,78.57721985561041,
2024-12-09,1563.2691472,78.57721985561041,
2024-12-16,1416.5880256,78.57721985561041,
2024-12-23,1212.9194105,78.57721985561041,
2024-12-30,1176.1351486,78.57721985561041,
2025-01-06,846.61354582,78.57721985561041,
2025-01-13,725.68093385,78.57721985561041,
2025-01-20,689.93716106,78.57721985561041,
2025-01-27,667.45759733,78.57721985561041,
2025-02-03,618.00598665,78.57721985561041,
2025-02-10,647.9291313,78.57721985561041,
2025-02-17,605.94637893,78.57721985561041,
2025-02-24,580.09909166,78.57721985561041,
2025-03-03,524.53283794,78.57721985561041,
2025-03-10,541.10693176,78.57721985561041,
2025-03-17,568.84828982,78.57721985561041,
2025-03-24,562.15193864,78.57721985561041,
2025-03-31,525.93770845,78.57721985561041,
2025-04-07,533.44665533,78.57721985561041,
2025-04-14,503.04725747,78.57721985561041,
2025-04-21,469.99784157,78.57721985561041,
2025-04-28,373.62757415,78.57721985561041,
2025-05-05,379.19578417,78.57721985561041,
2025-05-12,378.94365783,78.57721985561041,
2025-05-19,377.6906912,78.57721985561041,
2025-05-26,387.00178778,78.57721985561041,
2025-06-02,381.53165607,78.57721985561041,
2025-06-09,325.78893608,78.57721985561041,
2025-06-16,308.11008408,78.57721985561041,
2025-06-23,260.0521126,78.57721985561041,
2025-06-30,217.25208138,78.57721985561041,
2025-07-07,231.66226913,78.57721985561041,
2025-07-14,222.10242588,78.57721985561041,
2025-07-21,174.17848806,78.57721985561041,
2025-07-28,177.68487066,78.57721985561041,
2025-08-04,143.00168634,78.57721985561041,
