date_monday,year_iso,week_iso_num,geo_level,geo_code,geo_name,indicator,value
2021-05-11,2021,19,REG,32,Hauts-de-France,eviter_les_regrupements,46.751328351616685
2021-06-15,2021,24,REG,32,Hauts-de-France,eviter_les_regrupements,39.1466416282363
2021-07-13,2021,28,REG,32,Hauts-de-France,eviter_les_regrupements,36.56029796278574
2021-08-24,2021,34,REG,32,Hauts-de-France,eviter_les_regrupements,34.587360000000004
2021-09-28,2021,39,REG,32,Hauts-de-France,eviter_les_regrupements,33.33656483729973
2020-11-03,2020,45,REG,44,Grand Est,eviter_les_regrupements,69.06542495630666
2020-11-17,2020,47,REG,44,Grand Est,eviter_les_regrupements,59.03350221548914
2020-12-08,2020,50,REG,44,Grand Est,eviter_les_regrupements,54.772138240674536
2021-01-12,2021,2,REG,44,Grand Est,eviter_les_regrupements,51.16383417713961
2021-02-09,2021,6,REG,44,Grand Est,eviter_les_regrupements,49.03656855653475
2021-03-09,2021,10,REG,44,Grand Est,eviter_les_regrupements,38.006359124461845
2021-04-20,2021,16,REG,44,Grand Est,eviter_les_regrupements,55.569583740228914
2021-05-11,2021,19,REG,44,Grand Est,eviter_les_regrupements,47.20727766898207
2021-06-15,2021,24,REG,44,Grand Est,eviter_les_regrupements,40.352192619789655
2021-07-13,2021,28,REG,44,Grand Est,eviter_les_regrupements,29.987305745398533
2021-08-24,2021,34,REG,44,Grand Est,eviter_les_regrupements,28.582220000000003
2021-09-28,2021,39,REG,44,Grand Est,eviter_les_regrupements,28.076901534021747
2020-11-03,2020,45,REG,52,Pays de la Loire,eviter_les_regrupements,68.30108099570855
2020-11-17,2020,47,REG,52,Pays de la Loire,eviter_les_regrupements,66.81829047339987
2020-12-08,2020,50,REG,52,Pays de la Loire,eviter_les_regrupements,49.280264270532015
2021-01-12,2021,2,REG,52,Pays de la Loire,eviter_les_regrupements,37.8618978076711
2021-02-09,2021,6,REG,52,Pays de la Loire,eviter_les_regrupements,40.56729555261235
2021-03-09,2021,10,REG,52,Pays de la Loire,eviter_les_regrupements,33.434822595132545
2021-04-20,2021,16,REG,52,Pays de la Loire,eviter_les_regrupements,41.9199464427428
2021-05-11,2021,19,REG,52,Pays de la Loire,eviter_les_regrupements,40.03699763737658
2021-06-15,2021,24,REG,52,Pays de la Loire,eviter_les_regrupements,31.17097032058102
2021-07-13,2021,28,REG,52,Pays de la Loire,eviter_les_regrupements,30.64270590640492
2021-08-24,2021,34,REG,52,Pays de la Loire,eviter_les_regrupements,24.82459
2021-09-28,2021,39,REG,52,Pays de la Loire,eviter_les_regrupements,24.330664987129794
2020-11-03,2020,45,REG,53,Bretagne,eviter_les_regrupements,65.98616042223028
2020-11-17,2020,47,REG,53,Bretagne,eviter_les_regrupements,70.36421697186438
2020-12-08,2020,50,REG,53,Bretagne,eviter_les_regrupements,48.39830712191311
2021-01-12,2021,2,REG,53,Bretagne,eviter_les_regrupements,49.25269686011069
2021-02-09,2021,6,REG,53,Bretagne,eviter_les_regrupements,45.355611346492985
2021-03-09,2021,10,REG,53,Bretagne,eviter_les_regrupements,44.26976752152465
2021-04-20,2021,16,REG,53,Bretagne,eviter_les_regrupements,43.904615279239
2021-05-11,2021,19,REG,53,Bretagne,eviter_les_regrupements,38.033482978302
2021-06-15,2021,24,REG,53,Bretagne,eviter_les_regrupements,32.15040573512493
2021-07-13,2021,28,REG,53,Bretagne,eviter_les_regrupements,40.66137800241375
2021-08-24,2021,34,REG,53,Bretagne,eviter_les_regrupements,28.08235
2021-09-28,2021,39,REG,53,Bretagne,eviter_les_regrupements,20.443745142053395
2020-11-03,2020,45,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,64.49575890567496
2020-11-17,2020,47,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,57.61706417598893
2020-12-08,2020,50,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,54.77781165956021
2021-01-12,2021,2,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,42.235226651259275
2021-02-09,2021,6,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,48.37258076762053
2021-03-09,2021,10,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,43.04343365624997
2021-04-20,2021,16,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,49.90132063069691
2021-05-11,2021,19,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,37.83674330965636
2021-06-15,2021,24,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,30.637587156490913
2021-07-13,2021,28,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,27.693533108929625
2021-08-24,2021,34,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,34.936479999999996
2021-09-28,2021,39,REG,75,Nouvelle-Aquitaine,eviter_les_regrupements,30.583056110951865
2020-11-03,2020,45,REG,76,Occitanie,eviter_les_regrupements,59.49160762586233
2020-11-17,2020,47,REG,76,Occitanie,eviter_les_regrupements,54.01265424535043
2020-12-08,2020,50,REG,76,Occitanie,eviter_les_regrupements,51.27257296512986
2021-01-12,2021,2,REG,76,Occitanie,eviter_les_regrupements,49.60328998117578
2021-02-09,2021,6,REG,76,Occitanie,eviter_les_regrupements,48.732990096327754
2021-03-09,2021,10,REG,76,Occitanie,eviter_les_regrupements,37.30688866860464
2021-04-20,2021,16,REG,76,Occitanie,eviter_les_regrupements,49.60710484807273
2021-05-11,2021,19,REG,76,Occitanie,eviter_les_regrupements,37.63659115621581
2021-06-15,2021,24,REG,76,Occitanie,eviter_les_regrupements,37.22637707316786
2021-07-13,2021,28,REG,76,Occitanie,eviter_les_regrupements,34.63784415135321
2021-08-24,2021,34,REG,76,Occitanie,eviter_les_regrupements,35.249770000000005
2021-09-28,2021,39,REG,76,Occitanie,eviter_les_regrupements,34.58999807380347
2020-11-03,2020,45,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,67.90694218440142
2020-11-17,2020,47,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,67.91576768534313
2020-12-08,2020,50,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,52.35292123234463
2021-01-12,2021,2,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,46.97864720042925
2021-02-09,2021,6,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,46.00672853078216
2021-03-09,2021,10,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,40.27994816293051
2021-04-20,2021,16,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,54.039521588699856
2021-05-11,2021,19,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,47.610935196680096
2021-06-15,2021,24,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,34.856083200276245
2021-07-13,2021,28,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,31.614140359310458
2021-08-24,2021,34,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,31.928
2021-09-28,2021,39,REG,84,Auvergne-Rhône-Alpes,eviter_les_regrupements,34.61466811850694
2020-11-03,2020,45,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,64.32930104237819
2020-11-17,2020,47,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,64.26401775207542
2020-12-08,2020,50,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,50.330462031797566
2021-01-12,2021,2,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,49.84779594557506
2021-02-09,2021,6,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,44.90788032335372
2021-03-09,2021,10,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,46.12187411697643
2021-04-20,2021,16,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,40.97808167828174
2021-05-11,2021,19,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,40.139696409010675
2021-06-15,2021,24,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,37.23090229817837
2021-07-13,2021,28,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,29.070547872972273
2021-08-24,2021,34,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,34.18731
2021-09-28,2021,39,REG,93,Provence-Alpes-Côte d'Azur,eviter_les_regrupements,31.495528953680267
2020-11-03,2020,45,REG,11,Île-de-France,lavage_des_mains,68.15595221089414
2020-11-17,2020,47,REG,11,Île-de-France,lavage_des_mains,69.41921684060975
2020-12-08,2020,50,REG,11,Île-de-France,lavage_des_mains,66.94824728751723
2021-01-12,2021,2,REG,11,Île-de-France,lavage_des_mains,66.27885684133365
2021-02-09,2021,6,REG,11,Île-de-France,lavage_des_mains,66.25355730016481
2021-03-09,2021,10,REG,11,Île-de-France,lavage_des_mains,65.16736496400239
2021-04-20,2021,16,REG,11,Île-de-France,lavage_des_mains,68.60276961913131
2021-05-11,2021,19,REG,11,Île-de-France,lavage_des_mains,65.62451827192044
2021-06-15,2021,24,REG,11,Île-de-France,lavage_des_mains,67.53868724711188
2021-07-13,2021,28,REG,11,Île-de-France,lavage_des_mains,60.85634769745552
2021-08-24,2021,34,REG,11,Île-de-France,lavage_des_mains,54.61604
2021-09-28,2021,39,REG,11,Île-de-France,lavage_des_mains,60.87081102972143
2020-11-03,2020,45,REG,24,Centre-Val de Loire,lavage_des_mains,65.54387213974425
2020-11-17,2020,47,REG,24,Centre-Val de Loire,lavage_des_mains,73.67122619859143
2020-12-08,2020,50,REG,24,Centre-Val de Loire,lavage_des_mains,65.94550909664677
2021-01-12,2021,2,REG,24,Centre-Val de Loire,lavage_des_mains,63.232125658959326
2021-02-09,2021,6,REG,24,Centre-Val de Loire,lavage_des_mains,74.91721525052422
2021-03-09,2021,10,REG,24,Centre-Val de Loire,lavage_des_mains,68.91368779521936
2021-04-20,2021,16,REG,24,Centre-Val de Loire,lavage_des_mains,67.37076846315288
2021-05-11,2021,19,REG,24,Centre-Val de Loire,lavage_des_mains,61.15225378305033
2021-06-15,2021,24,REG,24,Centre-Val de Loire,lavage_des_mains,55.189028650055945
2021-07-13,2021,28,REG,24,Centre-Val de Loire,lavage_des_mains,58.0801133553823
2021-08-24,2021,34,REG,24,Centre-Val de Loire,lavage_des_mains,59.70103
2021-09-28,2021,39,REG,24,Centre-Val de Loire,lavage_des_mains,54.34832184156758
2020-11-03,2020,45,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,67.41220338495253
2020-11-17,2020,47,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,74.37293324434809
2020-12-08,2020,50,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,69.99573376781157
2021-01-12,2021,2,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,69.16342476540977
2021-02-09,2021,6,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,71.44185058923244
2021-03-09,2021,10,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,68.06746250680663
2021-04-20,2021,16,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,64.36051577506615
2021-05-11,2021,19,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,58.34610761232483
2021-06-15,2021,24,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,51.48358494692356
2021-07-13,2021,28,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,56.331016181828886
2021-08-24,2021,34,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,64.20343
2021-09-28,2021,39,REG,27,Bourgogne-Franche-Comté,lavage_des_mains,62.57069683451319
2020-11-03,2020,45,REG,28,Normandie,lavage_des_mains,62.5598728576588
2020-11-17,2020,47,REG,28,Normandie,lavage_des_mains,71.53267007877989
2020-12-08,2020,50,REG,28,Normandie,lavage_des_mains,62.98483219377496
2021-01-12,2021,2,REG,28,Normandie,lavage_des_mains,64.03820588212122
2021-02-09,2021,6,REG,28,Normandie,lavage_des_mains,71.21924347337604
2021-03-09,2021,10,REG,28,Normandie,lavage_des_mains,72.43589159092143
2021-04-20,2021,16,REG,28,Normandie,lavage_des_mains,59.67452546415439
2021-05-11,2021,19,REG,28,Normandie,lavage_des_mains,51.43408737296545
2021-06-15,2021,24,REG,28,Normandie,lavage_des_mains,64.90709792706483
2021-07-13,2021,28,REG,28,Normandie,lavage_des_mains,62.60688813531387
2021-08-24,2021,34,REG,28,Normandie,lavage_des_mains,61.20291
2021-09-28,2021,39,REG,28,Normandie,lavage_des_mains,59.703412914360534
2020-11-03,2020,45,REG,32,Hauts-de-France,lavage_des_mains,66.34678384548614
2020-11-17,2020,47,REG,32,Hauts-de-France,lavage_des_mains,72.33265694722768
2020-12-08,2020,50,REG,32,Hauts-de-France,lavage_des_mains,75.78163965384543
2021-01-12,2021,2,REG,32,Hauts-de-France,lavage_des_mains,64.47086556909443
2021-02-09,2021,6,REG,32,Hauts-de-France,lavage_des_mains,57.79256511623424
2021-03-09,2021,10,REG,32,Hauts-de-France,lavage_des_mains,65.8480300102233
2021-04-20,2021,16,REG,32,Hauts-de-France,lavage_des_mains,66.66852824246729
2021-05-11,2021,19,REG,32,Hauts-de-France,lavage_des_mains,66.38388304766227
2021-06-15,2021,24,REG,32,Hauts-de-France,lavage_des_mains,61.201001422667446
2021-07-13,2021,28,REG,32,Hauts-de-France,lavage_des_mains,59.4469900956785
2021-08-24,2021,34,REG,32,Hauts-de-France,lavage_des_mains,56.41088
2021-09-28,2021,39,REG,32,Hauts-de-France,lavage_des_mains,58.586071728311474
2020-11-03,2020,45,REG,44,Grand Est,lavage_des_mains,75.652932231719
2020-11-17,2020,47,REG,44,Grand Est,lavage_des_mains,64.43286724747766
2020-12-08,2020,50,REG,44,Grand Est,lavage_des_mains,68.87696987424539
2021-01-12,2021,2,REG,44,Grand Est,lavage_des_mains,70.5914163763889
2021-02-09,2021,6,REG,44,Grand Est,lavage_des_mains,61.79609007273489
2021-03-09,2021,10,REG,44,Grand Est,lavage_des_mains,62.70770010036637
2021-04-20,2021,16,REG,44,Grand Est,lavage_des_mains,67.83564484266884
2021-05-11,2021,19,REG,44,Grand Est,lavage_des_mains,65.74298389681661
2021-06-15,2021,24,REG,44,Grand Est,lavage_des_mains,61.69127863527256
2021-07-13,2021,28,REG,44,Grand Est,lavage_des_mains,61.005913082804994
2021-08-24,2021,34,REG,44,Grand Est,lavage_des_mains,57.92788
2021-09-28,2021,39,REG,44,Grand Est,lavage_des_mains,51.244288768210446
2020-11-03,2020,45,REG,52,Pays de la Loire,lavage_des_mains,74.28591412953892
2020-11-17,2020,47,REG,52,Pays de la Loire,lavage_des_mains,66.98167332920075
2020-12-08,2020,50,REG,52,Pays de la Loire,lavage_des_mains,64.36274441040285
2021-01-12,2021,2,REG,52,Pays de la Loire,lavage_des_mains,67.11778872157498
2021-02-09,2021,6,REG,52,Pays de la Loire,lavage_des_mains,67.19407932019499
2021-03-09,2021,10,REG,52,Pays de la Loire,lavage_des_mains,60.38544521631517
2021-04-20,2021,16,REG,52,Pays de la Loire,lavage_des_mains,61.02987204353393
2021-05-11,2021,19,REG,52,Pays de la Loire,lavage_des_mains,56.57610699575319
2021-06-15,2021,24,REG,52,Pays de la Loire,lavage_des_mains,49.543938958739794
2021-07-13,2021,28,REG,52,Pays de la Loire,lavage_des_mains,60.07329422569727
2021-08-24,2021,34,REG,52,Pays de la Loire,lavage_des_mains,58.07468
2021-09-28,2021,39,REG,52,Pays de la Loire,lavage_des_mains,53.456626169125286
2020-11-03,2020,45,REG,53,Bretagne,lavage_des_mains,66.38600181421101
2020-11-17,2020,47,REG,53,Bretagne,lavage_des_mains,70.7292684710463
2020-12-08,2020,50,REG,53,Bretagne,lavage_des_mains,69.93002594233293
2021-01-12,2021,2,REG,53,Bretagne,lavage_des_mains,69.97478827074734
2021-02-09,2021,6,REG,53,Bretagne,lavage_des_mains,66.12042262396136
2021-03-09,2021,10,REG,53,Bretagne,lavage_des_mains,59.05835939602334
2021-04-20,2021,16,REG,53,Bretagne,lavage_des_mains,58.42909190284066
2021-05-11,2021,19,REG,53,Bretagne,lavage_des_mains,62.33051008646916
2021-06-15,2021,24,REG,53,Bretagne,lavage_des_mains,56.684837606125626
2021-07-13,2021,28,REG,53,Bretagne,lavage_des_mains,60.977246142027354
2021-08-24,2021,34,REG,53,Bretagne,lavage_des_mains,55.395689999999995
2021-09-28,2021,39,REG,53,Bretagne,lavage_des_mains,51.82129562374246
2020-11-03,2020,45,REG,75,Nouvelle-Aquitaine,lavage_des_mains,68.16653306819373
2020-11-17,2020,47,REG,75,Nouvelle-Aquitaine,lavage_des_mains,67.33855514892248
2020-12-08,2020,50,REG,75,Nouvelle-Aquitaine,lavage_des_mains,69.87808132548953
2021-01-12,2021,2,REG,75,Nouvelle-Aquitaine,lavage_des_mains,70.72183250157556
2021-02-09,2021,6,REG,75,Nouvelle-Aquitaine,lavage_des_mains,59.79791647754155
2021-03-09,2021,10,REG,75,Nouvelle-Aquitaine,lavage_des_mains,60.31826054070813
2021-04-20,2021,16,REG,75,Nouvelle-Aquitaine,lavage_des_mains,62.365626051929254
2021-05-11,2021,19,REG,75,Nouvelle-Aquitaine,lavage_des_mains,59.20213004509572
2021-06-15,2021,24,REG,75,Nouvelle-Aquitaine,lavage_des_mains,60.63079031138625
2021-07-13,2021,28,REG,75,Nouvelle-Aquitaine,lavage_des_mains,59.732780681007334
2021-08-24,2021,34,REG,75,Nouvelle-Aquitaine,lavage_des_mains,56.80053
2021-09-28,2021,39,REG,75,Nouvelle-Aquitaine,lavage_des_mains,60.96898515983094
2020-11-03,2020,45,REG,76,Occitanie,lavage_des_mains,70.44435717628653
2020-11-17,2020,47,REG,76,Occitanie,lavage_des_mains,63.8746611549485
2020-12-08,2020,50,REG,76,Occitanie,lavage_des_mains,65.51245375185748
2021-01-12,2021,2,REG,76,Occitanie,lavage_des_mains,67.5336194299427
2021-02-09,2021,6,REG,76,Occitanie,lavage_des_mains,62.26637726345861
2021-03-09,2021,10,REG,76,Occitanie,lavage_des_mains,71.12468552454033
2021-04-20,2021,16,REG,76,Occitanie,lavage_des_mains,64.16603139702197
2021-05-11,2021,19,REG,76,Occitanie,lavage_des_mains,67.30258531905531
2021-06-15,2021,24,REG,76,Occitanie,lavage_des_mains,60.88710797531795
2021-07-13,2021,28,REG,76,Occitanie,lavage_des_mains,64.08618118599283
2021-08-24,2021,34,REG,76,Occitanie,lavage_des_mains,60.703410000000005
2021-09-28,2021,39,REG,76,Occitanie,lavage_des_mains,64.83502253148895
2020-11-03,2020,45,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,68.53008058484284
2020-11-17,2020,47,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,73.10323149977371
2020-12-08,2020,50,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,65.01670644276214
2021-01-12,2021,2,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,65.0916301889792
2021-02-09,2021,6,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,61.06565169729697
2021-03-09,2021,10,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,64.26965983889878
2021-04-20,2021,16,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,69.67657266095064
2021-05-11,2021,19,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,63.00039444796086
2021-06-15,2021,24,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,59.08002479830873
2021-07-13,2021,28,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,53.96921149585151
2021-08-24,2021,34,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,57.22735
2021-09-28,2021,39,REG,84,Auvergne-Rhône-Alpes,lavage_des_mains,61.66793083385957
2020-11-03,2020,45,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,74.27642649009394
2020-11-17,2020,47,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,78.28268166214085
2020-12-08,2020,50,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,67.89787581331646
2021-01-12,2021,2,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,72.67008041622942
2021-02-09,2021,6,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,67.0904065704915
2021-03-09,2021,10,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,60.28731705980634
2021-04-20,2021,16,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,59.52517609741028
2021-05-11,2021,19,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,64.22384823212612
2021-06-15,2021,24,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,59.41437996899028
2021-07-13,2021,28,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,64.00106058013331
2021-08-24,2021,34,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,62.38771
2021-09-28,2021,39,REG,93,Provence-Alpes-Côte d'Azur,lavage_des_mains,56.07201313849944
2020-11-03,2020,45,REG,11,Île-de-France,port_du_masque,89.17738197065255
2020-11-17,2020,47,REG,11,Île-de-France,port_du_masque,88.62573592090673
2020-12-08,2020,50,REG,11,Île-de-France,port_du_masque,86.68419952640504
2021-01-12,2021,2,REG,11,Île-de-France,port_du_masque,85.32683635096346
2021-02-09,2021,6,REG,11,Île-de-France,port_du_masque,85.05644451495566
2021-03-09,2021,10,REG,11,Île-de-France,port_du_masque,88.19218918934912
2021-04-20,2021,16,REG,11,Île-de-France,port_du_masque,84.77160728547021
2021-05-11,2021,19,REG,11,Île-de-France,port_du_masque,82.55299529284143
2021-06-15,2021,24,REG,11,Île-de-France,port_du_masque,72.68361385021016
2021-07-13,2021,28,REG,11,Île-de-France,port_du_masque,70.70409935936985
2021-08-24,2021,34,REG,11,Île-de-France,port_du_masque,62.26526
2021-09-28,2021,39,REG,11,Île-de-France,port_du_masque,64.61101301911935
2020-11-03,2020,45,REG,24,Centre-Val de Loire,port_du_masque,89.82509339422717
2020-11-17,2020,47,REG,24,Centre-Val de Loire,port_du_masque,91.30039660855958
2020-12-08,2020,50,REG,24,Centre-Val de Loire,port_du_masque,87.99241945729787
2021-01-12,2021,2,REG,24,Centre-Val de Loire,port_du_masque,86.8884772681321
2021-02-09,2021,6,REG,24,Centre-Val de Loire,port_du_masque,85.99790902010992
2021-03-09,2021,10,REG,24,Centre-Val de Loire,port_du_masque,80.4386467480583
2021-04-20,2021,16,REG,24,Centre-Val de Loire,port_du_masque,84.55672221680334
2021-05-11,2021,19,REG,24,Centre-Val de Loire,port_du_masque,77.70410877379771
2021-06-15,2021,24,REG,24,Centre-Val de Loire,port_du_masque,68.86449254884008
2021-07-13,2021,28,REG,24,Centre-Val de Loire,port_du_masque,69.00086872841656
2021-08-24,2021,34,REG,24,Centre-Val de Loire,port_du_masque,68.22904
2021-09-28,2021,39,REG,24,Centre-Val de Loire,port_du_masque,66.60663835594964
2020-11-03,2020,45,REG,27,Bourgogne-Franche-Comté,port_du_masque,82.41647534958511
2020-11-17,2020,47,REG,27,Bourgogne-Franche-Comté,port_du_masque,90.52450143544652
2020-12-08,2020,50,REG,27,Bourgogne-Franche-Comté,port_du_masque,80.35478634858491
2021-01-12,2021,2,REG,27,Bourgogne-Franche-Comté,port_du_masque,87.37821977931618
2021-02-09,2021,6,REG,27,Bourgogne-Franche-Comté,port_du_masque,90.79301738056182
2021-03-09,2021,10,REG,27,Bourgogne-Franche-Comté,port_du_masque,90.98355528822307
2021-04-20,2021,16,REG,27,Bourgogne-Franche-Comté,port_du_masque,76.8379815027251
2021-05-11,2021,19,REG,27,Bourgogne-Franche-Comté,port_du_masque,80.51159120631648
2021-06-15,2021,24,REG,27,Bourgogne-Franche-Comté,port_du_masque,63.752348867323846
2021-07-13,2021,28,REG,27,Bourgogne-Franche-Comté,port_du_masque,71.14232477543325
2021-08-24,2021,34,REG,27,Bourgogne-Franche-Comté,port_du_masque,74.81057
2021-09-28,2021,39,REG,27,Bourgogne-Franche-Comté,port_du_masque,67.77026067191056
2020-11-03,2020,45,REG,28,Normandie,port_du_masque,83.98222767300727
2020-11-17,2020,47,REG,28,Normandie,port_du_masque,88.16639599326673
2020-12-08,2020,50,REG,28,Normandie,port_du_masque,85.30476529775086
2021-01-12,2021,2,REG,28,Normandie,port_du_masque,87.54239606288249
2021-02-09,2021,6,REG,28,Normandie,port_du_masque,83.88179016328243
2021-03-09,2021,10,REG,28,Normandie,port_du_masque,90.91500504981512
2021-04-20,2021,16,REG,28,Normandie,port_du_masque,87.40124464745756
2021-05-11,2021,19,REG,28,Normandie,port_du_masque,83.27587925086196
2021-06-15,2021,24,REG,28,Normandie,port_du_masque,73.20802441680256
2021-07-13,2021,28,REG,28,Normandie,port_du_masque,67.8634036265605
2021-08-24,2021,34,REG,28,Normandie,port_du_masque,70.11577
2021-09-28,2021,39,REG,28,Normandie,port_du_masque,60.78243826914138
2020-11-03,2020,45,REG,32,Hauts-de-France,port_du_masque,83.5945202114564
2020-11-17,2020,47,REG,32,Hauts-de-France,port_du_masque,82.20437566611001
2020-12-08,2020,50,REG,32,Hauts-de-France,port_du_masque,87.60505280629395
2021-01-12,2021,2,REG,32,Hauts-de-France,port_du_masque,81.40052368618008
2021-02-09,2021,6,REG,32,Hauts-de-France,port_du_masque,79.22663767434898
2021-03-09,2021,10,REG,32,Hauts-de-France,port_du_masque,84.19872471939254
2021-04-20,2021,16,REG,32,Hauts-de-France,port_du_masque,85.68808961488081
2021-05-11,2021,19,REG,32,Hauts-de-France,port_du_masque,86.07844016496203
2021-06-15,2021,24,REG,32,Hauts-de-France,port_du_masque,73.84157064155158
2021-07-13,2021,28,REG,32,Hauts-de-France,port_du_masque,70.41104433496061
2021-08-24,2021,34,REG,32,Hauts-de-France,port_du_masque,67.8659
2021-09-28,2021,39,REG,32,Hauts-de-France,port_du_masque,68.06881247638967
2020-11-03,2020,45,REG,44,Grand Est,port_du_masque,81.89200247871497
2020-11-17,2020,47,REG,44,Grand Est,port_du_masque,75.81891286009382
2020-12-08,2020,50,REG,44,Grand Est,port_du_masque,82.0100363225966
2021-01-12,2021,2,REG,44,Grand Est,port_du_masque,83.54030902138314
2021-02-09,2021,6,REG,44,Grand Est,port_du_masque,84.15478515873491
2021-03-09,2021,10,REG,44,Grand Est,port_du_masque,76.09223854009649
2021-04-20,2021,16,REG,44,Grand Est,port_du_masque,82.85713901624952
2021-05-11,2021,19,REG,44,Grand Est,port_du_masque,82.96355508300796
2021-06-15,2021,24,REG,44,Grand Est,port_du_masque,75.90329912224048
2021-07-13,2021,28,REG,44,Grand Est,port_du_masque,70.61466001458201
2021-08-24,2021,34,REG,44,Grand Est,port_du_masque,69.42049999999999
2021-09-28,2021,39,REG,44,Grand Est,port_du_masque,62.8498623444551
2020-11-03,2020,45,REG,52,Pays de la Loire,port_du_masque,90.8801261089544
2020-11-17,2020,47,REG,52,Pays de la Loire,port_du_masque,89.75279997231212
2020-12-08,2020,50,REG,52,Pays de la Loire,port_du_masque,85.41539778897256
2021-01-12,2021,2,REG,52,Pays de la Loire,port_du_masque,87.28107917192574
2021-02-09,2021,6,REG,52,Pays de la Loire,port_du_masque,85.250909568005
2021-03-09,2021,10,REG,52,Pays de la Loire,port_du_masque,87.74126051176417
2021-04-20,2021,16,REG,52,Pays de la Loire,port_du_masque,86.07396143438125
2021-05-11,2021,19,REG,52,Pays de la Loire,port_du_masque,84.50452899611776
2021-06-15,2021,24,REG,52,Pays de la Loire,port_du_masque,73.40127732084713
2021-07-13,2021,28,REG,52,Pays de la Loire,port_du_masque,71.53333989296597
2021-08-24,2021,34,REG,52,Pays de la Loire,port_du_masque,68.96248
2021-09-28,2021,39,REG,52,Pays de la Loire,port_du_masque,65.4176966301049
2020-11-03,2020,45,REG,53,Bretagne,port_du_masque,81.04621859704699
2020-11-17,2020,47,REG,53,Bretagne,port_du_masque,94.92338746852688
